solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,reasoning,_task_id,_model,_provider,_extracted_at
2,4,4,3,3,2,0,"The problem clearly describes that Wikisource imports should only match existing editions if they share a Wikisource ID, otherwise a new edition should be created. This requires understanding Open Library's import/matching logic and the specific handling needed for Wikisource sources. The fix likely involves adding a condition to check for Wikisource ID matches before allowing edition merging, which is a moderately complex but well-scoped change.",internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:46.935608
2,4,3,2,2,2,1,"The task clearly describes adding an optional fields parameter to getObject/getObjects methods, with explicit expected behavior. It requires understanding the NodeBB database abstraction layer and how hash methods work, but the pattern of adding optional field filtering is common in database APIs. The test case directly shows what behavior is expected, making verification straightforward.",NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:16.450094
2,4,4,4,3,3,1,"This task requires implementing a complete backup/restore system for SQLite databases with CLI integration, scheduled backups, and retention policies. While the problem clearly describes the expected features, it requires deep understanding of Navidrome's architecture, SQLite backup mechanisms, and CLI framework integration. The test name 'TestDB' suggests database-related testing but the scope of implementing multiple backup features (manual, automatic, restoration, pruning) represents significant complexity.",navidrome__navidrome-55730514ea59d5f1d0b8e3f8745569c29bdbf7b4,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:49.128655
1,2,4,4,3,4,0,"This task involves refactoring playlist management logic across multiple repository classes in a music server application. The problem description is vague about specific implementation details, and the test name 'TestPersistence' is very generic. Understanding the codebase structure, repository patterns, and smart playlist evaluation logic requires deep knowledge of the navidrome internals. The solution requires coordinating changes across multiple files while maintaining consistency.",navidrome__navidrome-d21932bd1b2379b0ebca2d19e5d8bae91040268a,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:43.825400
1,3,4,3,3,4,0,"The problem hints that `this._net.executeRequest` is no longer being called due to a change in `downloadNative` implementation, but doesn't specify the exact fix. This requires understanding of Tutanota's desktop client internals and how attachment downloading/opening works. The single aggregated test suite makes verification difficult as it doesn't pinpoint the specific test cases affected.",tutao__tutanota-51818218c6ae33de00cbea3a4d30daac8c34142e,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:38.238048
2,4,4,3,3,2,0,"The task clearly describes what fields need to be added/preserved (canonical identifiers, timestamps, severity metrics, etc.) and the expected vs current behavior, providing a clear approach direction. However, it requires deep knowledge of both the vuls codebase internals and WPScan API response formats. The fix involves extending data conversion logic to handle additional fields, which is a moderately common pattern but specific to this domain.",future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:56.346512
2,4,3,3,3,2,1,"The task clearly describes expected vs actual behavior for documentation macro rendering, with specific examples of transformations needed. It requires understanding Ansible's documentation system and the ttyify function that processes these macros. The fix involves regex pattern matching for text substitution, which is a standard pattern, but requires careful handling of edge cases like distinguishing real macros from regular parenthesized text.",ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:46.358977
2,4,4,4,4,3,0,"This task requires rewriting expression parsing and trait interpolation logic to use a proper AST approach instead of relying on Go's go/ast parsing. It demands deep understanding of the codebase's internal expression evaluation system, including namespaces, variable validation, and function handling. The problem is well-specified with clear current vs expected behavior, but implementing a custom AST parser with proper validation, nesting support, and security constraints is a non-trivial architectural change with many edge cases.",gravitational__teleport-d6ffe82aaf2af1057b69c61bf9df777f5ab5635a,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:58.982509
2,3,4,3,3,3,0,"The task requires understanding audio recording systems and how voice processing settings affect encoding quality. The problem statement clearly describes the expected behavior (adaptive quality based on voice processing settings), but implementing it requires knowledge of the VoiceRecording class internals, audio encoding parameters, and the settings system. The test names hint at the solution approach - checking voice processing settings to determine quality levels.",element-hq__element-web-75c2c1a572fa45d1ea1d1a96e9e36e303332ecaa,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:55.206284
1,3,4,4,3,3,0,"This task requires deep understanding of Ansible Galaxy's collection installation internals, dependency resolution, and version management. The failing tests span multiple scenarios including server communication, version matching, pre-release handling, circular dependencies, and conflict resolution. While the problem description gives a general direction about upgrade functionality, implementing it requires understanding complex internal APIs and dependency graph handling without clear patterns to follow.",ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:55.800447
1,3,4,4,4,3,0,"This task requires deep understanding of Alpine Linux package management (APK), OVAL vulnerability detection, and how source/binary package relationships work in Linux distributions. The problem description gives a general direction about source vs binary package differentiation but doesn't provide specific implementation details. The test names suggest multiple parsing functions need modification (parseApkInstalledList, parseApkIndex, parseApkUpgradableList) plus OVAL detection logic changes.",future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:27.355225
2,5,3,2,2,2,1,"The task clearly describes the expected behavior with concrete examples for both single and array inputs. The solution approach is well-specified: modify `meta.userOrGroupExists` to handle arrays by returning an array of booleans and validate input for falsy values. This is a standard pattern of extending a function to handle both single values and arrays, requiring moderate NodeBB framework knowledge but straightforward implementation logic.",NodeBB__NodeBB-bad15643013ca15affe408b75eba9e47cc604bb2,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:53.684524
2,3,3,2,2,3,1,"The task clearly describes what needs to be done: wrap file read/seek operations with try-except for OSError/OverflowError and add debug logging. This is a standard error handling pattern. However, it requires understanding the ELF parser codebase structure and the specific places where these operations occur. The hypothesis test suggests edge cases in binary parsing need to be handled, which adds moderate verification complexity.",qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:13.623973
2,3,4,3,3,3,0,"The task describes adding UID to proxy requests for remote images with a retry mechanism. While the expected behavior is described, the specific implementation details require understanding Proton's email client architecture, iframe communication, and their proxy system. The test names hint at the solution involving URL forging and proxy fallback logic, but the codebase-specific patterns need to be discovered.",protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:16.636176
2,4,4,3,3,3,0,"The task clearly describes the problem (CVE data from Trivy not being separated by source) and the expected behavior (separate CveContent objects with keys like 'trivy:<source>'). However, it requires deep understanding of the Vuls vulnerability scanner's internal data structures and how Trivy scan results are parsed and mapped. The solution involves restructuring how CVE content is organized, which requires familiarity with both systems' data models but follows a relatively straightforward pattern once understood.",future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d,claude-opus-4-5-20251101,anthropic,2026-01-29T22:54:38.653952
1,3,4,3,3,3,1,"The task requires implementing progress tracking for calendar imports, which is a well-known UI/UX pattern but requires understanding the specific codebase architecture (CalendarFacade). The problem description gives a general direction about needing progress updates but doesn't specify implementation details. Domain knowledge of the Tutanota codebase structure and their facade pattern is essential to implement this correctly.",tutao__tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:04.321512
1,3,4,4,3,3,0,"This task requires deep understanding of SSH configuration parsing, including known_hosts formats (plain and hashed), host key types, and proxy/jump directives. The problem description indicates general areas of failure but doesn't specify exact fixes needed. Multiple parsing functions need to be corrected (TestParseSSHConfiguration, TestParseSSHScan, TestParseSSHKeygen), requiring knowledge of SSH protocol details and the scanner's internal architecture.",future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:48.978921
2,4,5,4,4,3,0,"This task requires deep understanding of Python's import machinery (find_module, find_spec, FileFinder, etc.) and how Ansible's collection loader interacts with it. The problem statement clearly identifies the issue (FileFinder doesn't support the same method signature) and suggests the fix direction (check finder type, use find_spec/exec_module), but implementing it requires knowledge of deprecated vs modern import protocols. The specific test case helps verify correctness.",ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:23.678478
2,4,3,3,2,2,1,The task clearly describes adding min/max score range parameters to an existing sortedSetsCardSum function. This requires understanding Redis sorted set operations and the database abstraction layer used by NodeBB. The solution approach is well-hinted (use score ranges like sortedSetCount does) and follows a standard pattern of extending an existing API with additional optional parameters.,NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:54.883590
2,4,3,3,2,2,1,"The task clearly describes the problem (list vs ordered mapping) and the expected solution approach (use pattern as key in ordered mapping for __repr__, __iter__, and add methods). This is a standard refactoring pattern of replacing a list with a dictionary for deduplication and ordering. Domain knowledge of qutebrowser's config system is needed but the fix itself follows common Python patterns.",qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:54.801233
2,4,4,2,3,2,1,"The task clearly describes what needs to be added (localhost, 127.0.0.1, ::1 to additional principals for proxy services) and provides specific test names. However, it requires understanding Teleport's internal architecture and how principal registration works for services. The fix itself is straightforward once you locate the correct function, but finding where GetAdditionalPrincipals is implemented for Proxy services requires domain knowledge of this specific codebase.",gravitational__teleport-dd3977957a67bedaf604ad6ca255ba8c7b6704e9,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:23.105107
2,3,4,3,2,3,1,"The task clearly describes adding a 'reason' field to evaluation responses, which is a well-known pattern for improving API responses. However, it requires understanding Flipt's internal evaluation logic across multiple scenarios (flag not found, disabled, no rules, distribution matching, rollout rules, etc.) to provide appropriate reason strings for each case. The test names reveal the various evaluation paths that need reason fields, requiring moderate domain knowledge of the feature flag evaluation system.",flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:09.363223
2,4,4,3,3,3,1,"The problem clearly describes that TLS client certificate verification is missing when counting authenticated connections. The fix requires understanding TLS connection state and how to check for client certificates in Go/Python HTTP servers. The solution approach is clearly hinted at (check for client certs before incrementing authenticated counter), but requires knowledge of the specific TLS/HTTP internals in the Teleport codebase.",gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:29.545918
2,4,4,3,3,2,1,"The task clearly describes deprecating safe_eval and modifying check_type_dict to use deterministic parsing instead of evaluation. It requires understanding Ansible's module_utils internals and the validation framework. The approach is well-specified (JSON parsing + key=value pairs), but implementation requires knowledge of how check_type_dict currently works and integrates with safe_eval. The failing test provides clear verification criteria.",ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:06.619521
2,4,4,3,3,3,0,"The task requires implementing a locale workaround for QtWebEngine 5.15.3 with a new configuration setting. It requires deep knowledge of Qt/Chromium locale handling and .pak file mappings, as evidenced by the extensive locale-to-language mapping tests. The problem is well-specified with clear expected behavior, but implementing the locale mapping logic requires understanding both Linux locale formats and Chromium's language file naming conventions.",qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:33.811116
1,4,4,3,3,2,0,"The task describes a language normalization issue where the function depends on `web.ctx` and doesn't handle various input formats. Understanding requires knowledge of Open Library's internal architecture, MARC-21 codes, and the `web.ctx` web framework context. The problem is clearly described but solving it requires understanding how the existing `format_languages` function works and how to decouple it from web context while adding flexible input handling.",internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:41.860711
1,3,5,4,4,3,0,"This task requires deep understanding of Ansible's internal module loading system, collection loader path resolution, and the recursive finder mechanism for module_utils. The problem involves complex interactions between import resolution, redirects, relative imports, and package initialization - all specific to Ansible's unique module bundling system. While the test names hint at syntax/indentation error handling and import resolution, the actual fix requires understanding how Ansible's module_common processes imports from collections.",ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b,claude-opus-4-5-20251101,anthropic,2026-01-29T22:54:21.522242
1,4,4,3,3,2,1,"The task requires understanding qutebrowser's Qt argument handling internals and how Chromium feature flags work. The problem is clearly stated (missing --disable-features support analogous to existing --enable-features), and test names reveal the expected behavior pattern. The fix likely mirrors existing enable-features logic but requires knowledge of the codebase's argument processing architecture.",qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:04.682553
2,3,4,3,3,3,0,"The problem describes that SSH connection options aren't being retrieved via `get_option()` and reset detection uses mismatched parameters. This requires deep understanding of Ansible's connection plugin system, option resolution precedence, and the SSH plugin's internal architecture. The failing tests span multiple operations (put_file, fetch_file, retries) suggesting the fix involves ensuring consistent option retrieval across multiple methods in the SSH connection plugin.",ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:30.972158
2,3,4,3,3,3,0,"This task requires understanding of Red Hat/Fedora DNF module system and OVAL vulnerability matching, which is specialized domain knowledge. The problem clearly states what needs to be added (modularitylabel field) and where it should be used, but implementation details require understanding the existing codebase structure. The failing tests suggest changes to package parsing and OVAL definition matching logic, requiring multi-step modifications across related components.",future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,claude-opus-4-5-20251101,anthropic,2026-01-29T22:52:29.458066
2,4,3,2,2,2,1,"The task clearly describes adding a feature flag control mechanism to the QR login feature. The test names explicitly reveal the pattern needed - checking a feature flag in addition to MSC support. This is a standard feature flag implementation pattern in React applications, requiring knowledge of the specific settings/feature flag system used in Element but following a common approach.",element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:08.298747
2,4,3,3,3,2,1,"The task clearly describes the problem (elements staying in bypassFilter when they shouldn't) and the expected behavior (remove elements when they no longer need to bypass). It requires understanding the mail filter logic and the specific bypass mechanism, but the fix pattern (adding removal logic to complement existing add logic) is a standard programming pattern. The test cases provide clear guidance on the expected behavior for different filter states.",protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39,claude-opus-4-5-20251101,anthropic,2026-01-29T22:54:37.772609
2,3,4,3,3,3,1,"The task describes a clear architectural refactoring goal (reverting read/write DB separation to single connection), but lacks specific file locations or code structure details. It requires deep understanding of the codebase's persistence layer, SQLite connection management, and the custom db.DB interface being used. While the pattern of using a single database connection is standard, implementing this refactor requires navigating through multiple files in the persistence layer and understanding the existing abstraction.",navidrome__navidrome-55bff343cdaad1f04496f724eda4b55d422d7f17,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:12.533791
1,4,3,2,2,2,1,"The task clearly describes the problem (tokens appearing in plaintext in logs) and the expected behavior (masking/obfuscating tokens). The solution involves finding and modifying log statements that output token values, which is a common security pattern. The test name 'TestBuildKeyLabel' suggests a specific function needs modification to mask key labels. This requires understanding the codebase structure but follows standard practices for secret masking in logs.",gravitational__teleport-b4e7cd3a5e246736d3fe8d6886af55030b232277,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:02.489521
2,4,3,3,3,3,1,"The task clearly describes the problem (fallback to 'C' locale) and hints at the solution approach (use available UTF-8 locales from 'locale -a' before falling back to 'C'). It requires understanding Python's locale module and Ansible's internal module utilities structure. The test names suggest implementing a preference-based locale selection algorithm, which is a moderately standard pattern but requires understanding locale priority ordering.",ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:30.309307
2,4,3,3,2,3,1,"The task describes expected behavior clearly including specific timing requirements (10 second intervals for token validation) and UI states (loading, error, success). It requires React/TypeScript testing knowledge with mocking timers and async operations. The pattern of testing loading states, error handling, and polling intervals is well-documented, though the specific payment flow context adds some domain complexity.",protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:52.868436
1,3,4,3,3,3,0,"This task requires understanding NodeBB's topic ordering system, privilege checking, and how pinned topics are managed. The problem describes expected vs current behavior but doesn't hint at the specific code changes needed. The developer needs to understand NodeBB's internal APIs for topic management, permission checking, and sorted set operations to implement proper privilege validation and ordering logic.",NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:17.311598
1,4,4,3,3,3,1,"This bug involves terminal state management (raw mode vs cooked mode) during password input, which requires understanding of Unix terminal handling and signal handling. The problem is clearly described with reproduction steps, but the solution requires knowledge of how to properly restore terminal settings on interrupts/exits. The test names hint at context readers and terminal restoration, suggesting the fix involves ensuring cleanup happens in all exit paths.",gravitational__teleport-0ecf31de0e98b272a6a2610abe1bbedd379a38a3,claude-opus-4-5-20251101,anthropic,2026-01-29T22:51:09.323156
1,4,4,3,3,3,1,"The bug involves YAML/JSON parsing issues with type conversion (map[interface{}]interface{} vs map[string]interface{}) and handling comment lines, which is a known Go/YAML ecosystem issue. The problem is clearly described with reproduction steps, but the solution requires understanding protobuf serialization and YAML parsing internals. The fix likely involves proper type conversion during import, which is a documented pattern but requires domain-specific knowledge of the Flipt codebase.",flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:39.611261
2,4,3,2,1,2,1,"This is a straightforward terminology change task - replacing 'avatar' with 'profile picture' across UI strings and localization files. The task is clearly specified with explicit guidance on what to change (interface text, accessibility labels, i18n keys). The main challenge is locating all relevant strings across the codebase, but this follows a very common pattern of text/label updates. The failing tests directly indicate which components need updating.",element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:06.939921
2,4,3,3,2,2,1,"The task clearly describes the expected behavior for color parsing validation with specific error messages and correct percentage handling for HSV hue values. It requires understanding of color space conversions (hue is 0-360 degrees, not 0-255) and Qt color APIs. The failing tests explicitly show the expected error messages and color values, making verification straightforward with a standard input validation pattern.",qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:42.690128
2,4,4,3,3,3,1,"The task clearly describes adding a timeOffset parameter to streaming/transcoding functions and FFmpeg command generation. It requires understanding of FFmpeg's -ss flag for seeking and the codebase's internal streaming architecture. The solution pattern is well-known (FFmpeg seek offset), but requires modifying multiple interfaces, mock implementations, and ensuring proper command interpolation.",navidrome__navidrome-812dc2090f20ac4f8ac271b6ed95be5889d1a3ca,claude-opus-4-5-20251101,anthropic,2026-01-29T22:53:27.722154
1,4,4,3,3,2,0,"The task requires deep understanding of Ansible's module execution internals, specifically how shebangs are processed in the module_common module. The problem is clearly described with expected vs actual behavior, but the solution requires knowledge of Ansible's internal architecture for handling Python module interpreters. The failing tests in test_module_common.py provide good guidance on what needs to be fixed, making verification straightforward once the fix is implemented.",ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:30.420803
1,3,4,3,3,2,0,"The task requires adding date-based deprecation support to Ansible modules, which needs understanding of Ansible's internal module_utils architecture and deprecation handling. While the expected error messages hint at validation requirements, the actual implementation details across multiple components (module_utils, validation, display) require deep framework knowledge. The failing tests focus on deprecate functionality, suggesting changes to the basic module deprecation warning system.",ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:57.241499
1,3,4,3,2,3,1,"The task requires adding a new resource type (token) to an existing audit logging system, which is a common pattern but requires understanding the codebase's audit logging internals. The problem statement gives a general direction (add token as resource type, log creation/deletion) but doesn't specify implementation details. The single test 'TestChecker' suggests a validation/checking mechanism needs to be updated, requiring familiarity with the existing audit infrastructure.",flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:33.751776
1,3,4,4,4,3,0,"This task requires deep understanding of Ubuntu release management, CVE detection pipelines, and kernel package versioning schemes. The problem describes multiple interrelated issues (release recognition, fixed/unfixed vulnerability distinction, kernel binary attribution, version normalization, OVAL/Gost consolidation) requiring complex reasoning about how these subsystems interact. The test names suggest specific conversion and detection logic needs fixing, but the solution approach is only vaguely hinted at through the expected behavior description.",future-architect__vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:23.780869
2,4,3,3,3,2,0,"The task clearly describes the expected behavior (linked folders like Sent/All Sent should move together) and provides specific steps to reproduce. It requires understanding of the sidebar folder management system and the concept of linked labels. The solution involves modifying reordering logic to handle paired/linked folders, which is moderately complex but the approach is implied in the description.",protonmail__webclients-fc9d535e9beb3ae30a52a7146398cadfd6e30606,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:51.963658
2,4,3,3,2,3,1,"The task clearly describes the expected behavior: accept either a full database URL or separate key-value fields, with URL taking precedence. This requires understanding the configuration loading system, database connection string formats for different protocols, and validation patterns. The approach is well-documented (configuration precedence patterns) but requires touching multiple components (config loading, validation, database connection, migrations) as indicated by the diverse test functions.",flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:43.354215
2,4,3,3,3,2,1,"The task clearly describes what validation rules need to be implemented for the --untrusted-args flag: only single arguments allowed, must be URL/search term, reject dashes/colons. This requires understanding qutebrowser's argument parsing structure but the validation logic itself follows standard input validation patterns. The test names suggest straightforward valid/invalid argument checking.",qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430,claude-opus-4-5-20251101,anthropic,2026-01-29T22:50:12.303532
