instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
chess-best-move,0,3,5,5,5,4,0,4,3,4,5,1,3,0,2,2,2,1,4,4,2026-03-08T00:33:13.593586,claude-opus-4-6,anthropic,chess-best-move,5,5,1,1,1,1,1,1
bn-fit-modify,2,4,5,4,4,4,0,4,3,3,4,1,3,0,2,4,4,3,4,3,2026-03-08T00:33:13.911518,claude-opus-4-6,anthropic,bn-fit-modify,5,5,1,1,2,1,1,1
fix-code-vulnerability,1,3,4,4,3,2,1,3,4,3,3,1,3,1,2,4,3,4,3,2,2026-03-08T00:33:23.415461,claude-opus-4-6,anthropic,fix-code-vulnerability,5,4,2,1,1,5,1,2
caffe-cifar-10,2,4,4,3,3,4,1,5,3,5,4,3,4,1,3,5,4,4,4,4,2026-03-08T00:33:13.888583,claude-opus-4-6,anthropic,caffe-cifar-10,4,5,2,5,4,3,5,3
reshard-c4-data,1,3,3,4,4,4,0,4,4,3,3,2,3,1,2,4,4,3,3,3,2026-03-08T00:33:44.529485,claude-opus-4-6,anthropic,reshard-c4-data,4,5,1,2,2,2,1,1
mcmc-sampling-stan,3,5,5,3,3,4,1,4,4,3,4,2,4,1,2,4,4,2,4,4,2026-03-08T00:33:33.031044,claude-opus-4-6,anthropic,mcmc-sampling-stan,4,5,1,4,3,1,4,1
portfolio-optimization,3,4,3,3,2,3,1,4,4,4,3,3,4,1,2,4,4,3,3,3,2026-03-08T00:33:42.341230,claude-opus-4-6,anthropic,portfolio-optimization,4,5,2,2,4,4,2,1
raman-fitting,2,3,4,3,4,4,1,4,2,4,3,1,2,1,2,3,4,1,4,2,2026-03-08T00:33:44.580574,claude-opus-4-6,anthropic,raman-fitting,5,5,1,1,1,1,1,1
make-doom-for-mips,1,3,5,4,5,4,0,3,3,3,4,3,2,0,2,4,4,2,5,5,2026-03-08T00:33:33.310988,claude-opus-4-6,anthropic,make-doom-for-mips,4,5,2,3,4,2,2,2
break-filter-js-from-html,1,4,4,4,3,2,1,4,5,4,4,1,3,1,2,3,4,1,2,2,2026-03-08T00:33:15.124289,claude-opus-4-6,anthropic,break-filter-js-from-html,5,5,1,1,1,4,2,1
openssl-selfsigned-cert,3,5,3,2,1,3,1,5,4,4,2,2,4,1,2,4,4,3,3,3,2026-03-08T00:33:34.400139,claude-opus-4-6,anthropic,openssl-selfsigned-cert,5,5,1,1,1,2,1,1
sqlite-with-gcov,2,4,3,3,3,3,1,3,4,3,2,1,3,1,2,4,3,2,3,3,2026-03-08T00:33:50.120019,claude-opus-4-6,anthropic,sqlite-with-gcov,4,5,1,2,4,2,2,4
query-optimize,1,3,3,4,3,3,1,3,4,3,4,1,2,1,1,5,4,4,2,1,2026-03-08T00:33:42.209679,claude-opus-4-6,anthropic,query-optimize,5,5,1,1,2,3,1,1
torch-pipeline-parallelism,2,4,5,4,3,4,1,4,3,4,4,1,4,0,2,4,4,3,4,3,2026-03-08T00:33:50.963195,claude-opus-4-6,anthropic,torch-pipeline-parallelism,4,5,1,2,3,2,3,1
build-cython-ext,2,4,4,4,3,3,0,4,4,4,4,3,4,1,3,5,4,3,4,3,2026-03-08T00:33:12.470326,claude-opus-4-6,anthropic,build-cython-ext,4,5,2,3,3,3,3,2
filter-js-from-html,1,3,4,4,3,4,1,3,3,3,4,1,2,1,2,4,5,4,3,2,2026-03-08T00:33:23.876090,claude-opus-4-6,anthropic,filter-js-from-html,5,5,1,1,2,1,2,1
nginx-request-logging,3,5,3,3,2,3,1,5,4,5,2,3,5,1,4,4,3,2,3,3,2026-03-08T00:33:34.494851,claude-opus-4-6,anthropic,nginx-request-logging,4,5,2,2,1,2,2,1
torch-tensor-parallelism,2,4,4,3,3,4,1,4,3,4,3,1,3,1,2,4,4,3,4,3,2026-03-08T00:33:51.543758,claude-opus-4-6,anthropic,torch-tensor-parallelism,5,5,1,1,2,2,2,1
polyglot-c-py,1,5,4,4,4,2,1,5,5,4,3,1,5,1,2,3,3,3,3,2,2026-03-08T00:33:36.233860,claude-opus-4-6,anthropic,polyglot-c-py,5,5,1,1,3,1,1,1
overfull-hbox,2,4,4,4,4,2,0,4,3,4,4,2,3,0,2,5,4,4,4,3,2026-03-08T00:33:36.725672,claude-opus-4-6,anthropic,overfull-hbox,5,5,1,1,1,4,1,1
distribution-search,1,4,4,4,4,3,0,5,4,5,4,1,4,0,2,4,4,3,5,2,2026-03-08T00:33:14.291086,claude-opus-4-6,anthropic,distribution-search,5,5,1,1,2,1,2,1
model-extraction-relu-logits,2,4,5,5,5,4,0,4,3,3,5,1,3,0,2,3,4,2,5,2,2026-03-08T00:33:32.465184,claude-opus-4-6,anthropic,model-extraction-relu-logits,5,5,1,1,1,1,2,1
prove-plus-comm,1,4,5,4,4,1,1,3,3,4,3,1,3,1,1,4,3,2,2,3,2026-03-08T00:33:42.748115,claude-opus-4-6,anthropic,prove-plus-comm,5,5,1,1,2,4,1,1
largest-eigenval,1,4,4,4,3,4,1,4,4,4,4,1,4,0,2,4,4,3,2,2,2026-03-08T00:33:30.971675,claude-opus-4-6,anthropic,largest-eigenval,5,5,1,1,1,4,2,1
kv-store-grpc,3,5,3,2,2,3,1,5,5,4,2,2,4,1,3,4,3,2,3,3,2026-03-08T00:33:25.298813,claude-opus-4-6,anthropic,kv-store-grpc,5,5,1,2,2,1,2,1
llm-inference-batching-scheduler,2,4,4,4,4,4,0,5,4,5,4,2,4,0,2,5,4,4,5,2,2026-03-08T00:33:33.002941,claude-opus-4-6,anthropic,llm-inference-batching-scheduler,4,5,1,1,2,3,1,1
git-multibranch,2,5,4,3,3,4,1,5,5,5,4,4,4,1,4,3,4,1,4,4,2026-03-08T00:33:22.834677,claude-opus-4-6,anthropic,git-multibranch,4,5,2,3,1,2,2,1
headless-terminal,1,3,4,4,3,4,1,3,3,3,4,1,2,1,3,4,3,3,3,3,2026-03-08T00:33:23.928872,claude-opus-4-6,anthropic,headless-terminal,5,5,1,1,2,1,1,1
pytorch-model-cli,1,3,4,4,4,4,0,3,3,3,4,3,2,0,2,4,4,2,4,4,2026-03-08T00:33:42.830721,claude-opus-4-6,anthropic,pytorch-model-cli,4,5,1,2,4,1,2,1
mteb-retrieve,2,4,4,3,4,4,0,5,3,5,4,1,4,0,2,2,2,1,3,3,2026-03-08T00:33:33.354381,claude-opus-4-6,anthropic,mteb-retrieve,5,5,1,2,2,2,3,1
count-dataset-tokens,2,4,4,3,3,4,0,4,3,4,3,1,3,1,2,1,1,1,3,3,2026-03-08T00:33:13.484866,claude-opus-4-6,anthropic,count-dataset-tokens,5,5,1,2,2,2,3,1
tune-mjcf,1,4,5,4,5,4,0,4,4,4,4,1,3,0,2,4,4,3,2,3,2026-03-08T00:33:50.966312,claude-opus-4-6,anthropic,tune-mjcf,4,5,1,1,2,4,3,1
constraints-scheduling,2,5,3,4,4,4,0,5,4,4,3,1,4,0,2,5,5,4,4,2,2026-03-08T00:33:12.929160,claude-opus-4-6,anthropic,constraints-scheduling,5,5,1,1,1,2,1,1
extract-moves-from-video,1,3,5,4,5,5,0,3,2,2,5,1,2,0,2,3,4,1,4,4,2026-03-08T00:33:23.016172,claude-opus-4-6,anthropic,extract-moves-from-video,5,5,1,2,1,1,2,1
cancel-async-tasks,1,3,4,4,3,4,1,4,4,3,3,1,3,1,2,5,4,4,3,1,2026-03-08T00:33:13.756484,claude-opus-4-6,anthropic,cancel-async-tasks,5,5,1,1,2,2,1,1
extract-elf,1,3,4,4,4,3,0,4,4,3,4,1,2,0,1,3,4,2,4,2,2026-03-08T00:33:22.419241,claude-opus-4-6,anthropic,extract-elf,5,5,1,1,3,2,1,1
merge-diff-arc-agi-task,2,4,4,5,5,4,0,4,4,3,4,2,2,0,2,4,4,3,4,2,2026-03-08T00:33:34.399399,claude-opus-4-6,anthropic,merge-diff-arc-agi-task,5,5,1,2,1,3,1,1
modernize-scientific-stack,3,5,3,2,2,2,1,4,4,4,2,2,4,1,2,3,3,1,2,2,2026-03-08T00:33:32.026381,claude-opus-4-6,anthropic,modernize-scientific-stack,4,5,1,1,2,1,2,1
dna-insert,2,4,5,5,5,4,0,4,3,4,5,2,3,0,2,4,4,3,4,3,2026-03-08T00:33:22.519513,claude-opus-4-6,anthropic,dna-insert,5,5,1,1,1,2,2,1
mteb-leaderboard,1,4,5,3,4,4,0,4,2,3,4,1,3,0,2,2,2,1,4,3,2026-03-08T00:33:33.162924,claude-opus-4-6,anthropic,mteb-leaderboard,5,5,1,2,1,1,2,1
install-windows-3.11,2,4,4,3,4,4,0,4,3,3,4,3,3,1,3,4,4,3,4,4,2026-03-08T00:33:24.165412,claude-opus-4-6,anthropic,install-windows-3.11,4,5,2,4,2,2,4,1
feal-differential-cryptanalysis,2,3,5,5,4,3,1,4,3,4,5,2,3,0,1,2,3,1,4,2,2026-03-08T00:33:23.200235,claude-opus-4-6,anthropic,feal-differential-cryptanalysis,4,5,1,1,2,1,1,1
video-processing,1,3,4,4,4,4,0,3,4,4,4,1,3,0,2,4,3,3,4,3,2026-03-08T00:33:53.049846,claude-opus-4-6,anthropic,video-processing,5,5,1,1,2,2,1,1
pypi-server,2,5,3,3,3,3,1,5,4,5,3,3,4,1,3,4,3,3,4,4,2026-03-08T00:33:41.961635,claude-opus-4-6,anthropic,pypi-server,4,5,1,2,1,2,2,1
vulnerable-secret,1,2,4,4,3,2,1,3,2,4,4,1,2,0,2,3,2,1,3,2,2026-03-08T00:33:52.164241,claude-opus-4-6,anthropic,vulnerable-secret,5,4,1,1,4,1,1,1
pytorch-model-recovery,2,4,4,4,3,3,1,5,3,5,3,1,3,1,2,4,4,3,3,2,2026-03-08T00:33:41.395448,claude-opus-4-6,anthropic,pytorch-model-recovery,4,5,1,1,2,2,1,1
mailman,2,4,5,4,4,4,0,4,3,4,4,4,3,1,4,4,4,2,4,4,2026-03-08T00:33:32.337285,claude-opus-4-6,anthropic,mailman,4,5,2,4,2,4,3,1
polyglot-rust-c,1,5,4,4,4,2,0,5,5,4,4,1,5,1,2,4,3,3,5,3,2026-03-08T00:33:40.765937,claude-opus-4-6,anthropic,polyglot-rust-c,5,5,1,1,5,2,1,1
crack-7z-hash,1,3,4,3,3,2,1,4,2,4,4,1,2,1,2,2,1,1,4,4,2026-03-08T00:33:13.575297,claude-opus-4-6,anthropic,crack-7z-hash,5,5,1,3,3,2,4,4
dna-assembly,2,4,5,5,5,5,0,4,3,4,5,2,3,0,2,5,5,4,4,3,2026-03-08T00:33:24.281498,claude-opus-4-6,anthropic,dna-assembly,4,5,1,1,2,1,2,1
build-pov-ray,2,4,4,4,4,3,0,4,4,4,4,3,3,0,3,4,4,4,4,4,2026-03-08T00:33:14.498746,claude-opus-4-6,anthropic,build-pov-ray,5,5,1,3,4,2,2,1
cobol-modernization,1,4,4,4,4,3,0,5,4,5,4,3,3,0,2,3,3,2,3,2,2026-03-08T00:33:11.703751,claude-opus-4-6,anthropic,cobol-modernization,5,5,1,2,2,2,1,1
fix-ocaml-gc,1,3,5,5,5,3,0,3,3,4,5,3,2,0,2,3,2,1,4,4,2026-03-08T00:33:24.420332,claude-opus-4-6,anthropic,fix-ocaml-gc,4,4,4,3,4,4,3,4
write-compressor,1,4,4,4,4,2,0,4,4,5,4,1,3,0,2,4,3,2,5,4,2026-03-08T00:33:52.902936,claude-opus-4-6,anthropic,write-compressor,5,5,1,1,2,2,1,1
rstan-to-pystan,2,4,4,3,3,4,0,4,4,4,3,2,3,1,2,4,4,3,4,4,2026-03-08T00:33:44.301164,claude-opus-4-6,anthropic,rstan-to-pystan,5,5,1,3,3,2,4,1
protein-assembly,2,4,5,5,5,5,0,5,3,4,5,3,3,0,2,4,4,3,5,4,2026-03-08T00:33:43.890133,claude-opus-4-6,anthropic,protein-assembly,5,5,1,1,2,1,2,1
path-tracing,1,3,5,5,5,4,0,4,5,4,5,1,3,0,2,4,4,4,5,2,2026-03-08T00:33:36.432782,claude-opus-4-6,anthropic,path-tracing,5,5,1,1,4,2,1,1
large-scale-text-editing,1,4,4,4,4,3,0,5,5,4,4,1,2,0,2,5,4,4,4,3,2026-03-08T00:33:25.425756,claude-opus-4-6,anthropic,large-scale-text-editing,5,5,1,1,2,4,1,1
train-fasttext,1,3,3,3,2,4,1,3,2,3,3,1,2,1,2,3,4,2,3,3,2026-03-08T00:33:51.895661,claude-opus-4-6,anthropic,train-fasttext,5,5,1,2,2,1,2,1
multi-source-data-merger,3,5,3,4,3,4,1,5,4,4,3,1,4,1,2,3,3,2,3,2,2026-03-08T00:33:33.051818,claude-opus-4-6,anthropic,multi-source-data-merger,5,5,1,1,2,1,2,1
regex-chess,1,4,5,5,5,4,0,5,4,5,5,1,4,0,2,4,4,4,5,2,2026-03-08T00:33:45.517944,claude-opus-4-6,anthropic,regex-chess,5,5,1,1,4,4,2,1
schemelike-metacircular-eval,1,4,5,5,5,4,0,4,5,5,5,3,3,0,2,5,4,4,5,3,2026-03-08T00:33:46.414242,claude-opus-4-6,anthropic,schemelike-metacircular-eval,4,5,1,1,3,2,1,1
sanitize-git-repo,2,3,3,4,3,4,1,3,2,4,3,4,2,1,2,4,3,3,3,2,2026-03-08T00:33:46.031075,claude-opus-4-6,anthropic,sanitize-git-repo,4,5,1,3,3,3,4,3
fix-git,1,2,3,3,2,3,1,3,2,3,3,1,2,1,2,2,2,1,3,2,2026-03-08T00:33:24.192304,claude-opus-4-6,anthropic,fix-git,4,5,2,1,2,2,2,2
configure-git-webserver,1,4,4,4,3,3,1,4,4,5,4,3,3,1,4,3,3,1,4,4,2026-03-08T00:33:13.932132,claude-opus-4-6,anthropic,configure-git-webserver,1,2,4,4,2,1,2,1
git-leak-recovery,2,4,3,3,2,3,1,4,4,4,3,1,4,1,2,5,4,4,3,2,2026-03-08T00:33:23.084823,claude-opus-4-6,anthropic,git-leak-recovery,4,5,2,1,1,2,1,1
circuit-fibsqrt,1,4,5,5,5,3,0,5,4,5,5,1,4,0,1,4,4,4,5,3,2026-03-08T00:33:12.198667,claude-opus-4-6,anthropic,circuit-fibsqrt,4,5,1,1,3,2,1,1
regex-log,2,4,3,4,3,4,0,4,4,4,4,1,4,1,1,5,3,5,4,1,2026-03-08T00:33:44.538846,claude-opus-4-6,anthropic,regex-log,5,5,1,1,2,1,1,1
custom-memory-heap-crash,1,3,5,5,5,3,0,3,5,3,5,3,3,0,2,4,3,4,4,4,2026-03-08T00:33:14.425509,claude-opus-4-6,anthropic,custom-memory-heap-crash,5,5,1,3,4,2,4,4
sparql-university,2,4,4,4,4,4,0,5,4,4,3,1,3,1,1,4,4,3,4,2,2026-03-08T00:33:45.936063,claude-opus-4-6,anthropic,sparql-university,5,5,1,1,2,1,1,1
compile-compcert,1,4,4,3,3,3,1,4,3,4,3,5,3,1,2,5,4,4,4,4,2026-03-08T00:33:12.950408,claude-opus-4-6,anthropic,compile-compcert,1,5,4,5,4,2,5,3
build-pmars,2,4,3,3,3,2,1,4,4,4,3,2,4,1,2,4,3,3,3,3,2026-03-08T00:33:13.453804,claude-opus-4-6,anthropic,build-pmars,4,5,2,3,4,3,3,1
log-summary-date-ranges,2,5,2,3,2,3,1,5,4,5,2,1,4,1,2,4,3,1,3,1,2026-03-08T00:33:31.748136,claude-opus-4-6,anthropic,log-summary-date-ranges,5,5,1,1,1,2,1,1
code-from-image,2,3,3,3,4,2,0,4,3,4,3,1,3,0,2,2,2,1,4,3,2026-03-08T00:33:14.099555,claude-opus-4-6,anthropic,code-from-image,5,5,1,1,2,1,1,1
qemu-alpine-ssh,2,4,4,4,4,4,0,5,4,5,4,3,4,1,3,2,2,1,4,4,2026-03-08T00:33:43.848341,claude-opus-4-6,anthropic,qemu-alpine-ssh,5,5,1,4,2,2,3,1
feal-linear-cryptanalysis,2,4,5,5,4,2,0,4,3,4,5,3,3,0,1,4,2,1,5,3,2026-03-08T00:33:21.415400,claude-opus-4-6,anthropic,feal-linear-cryptanalysis,4,5,1,1,4,2,1,1
make-mips-interpreter,1,3,5,5,5,4,0,3,3,3,5,5,2,0,2,3,4,1,5,5,2026-03-08T00:33:34.419318,claude-opus-4-6,anthropic,make-mips-interpreter,4,5,2,3,5,2,2,2
adaptive-rejection-sampler,2,4,5,4,4,4,1,4,4,4,4,1,4,1,2,4,4,4,4,3,2026-03-08T00:33:13.548741,claude-opus-4-6,anthropic,adaptive-rejection-sampler,4,5,1,3,2,2,2,1
sqlite-db-truncate,1,4,4,4,4,4,0,3,3,4,4,1,3,0,2,2,3,1,4,2,2026-03-08T00:33:46.326466,claude-opus-4-6,anthropic,sqlite-db-truncate,5,5,1,1,2,1,1,1
