solution_hint,problem_clarity,solution_complexity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,integration_complexity,reasoning,_task_id,_model,_provider,_extracted_at,num_files_modified,num_hunks,num_lines_changed,log_lines_changed
2,4,4,5,3,4,3,0,4,"This task requires implementing OFREP (OpenFeature Remote Evaluation Protocol) compliance, which demands specialized knowledge of both the OFREP specification and Flipt's internal evaluation architecture. The solution involves creating a new bridge interface between OFREP and Flipt's evaluation system, adding new protobuf message types, implementing structured error handling with specific error codes, and properly integrating with gRPC/HTTP gateway patterns. The changes span multiple layers (proto definitions, server implementation, evaluation bridge, error handling) requiring deep understanding of the system's architecture.",flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:30.370584,12,25,881,2.94546858513182
2,4,4,4,4,4,3,0,3,"This task requires implementing a new function to handle complex CLIXML parsing across multiple scenarios (inline, multi-line, encoding fallbacks). It demands deep knowledge of Windows PowerShell CLIXML format, UTF-8/cp437 encoding handling, and the Ansible connection plugin architecture. The solution involves creating a state machine-like parser with multiple edge cases for incomplete/invalid blocks, requiring significant logical reasoning about byte sequence handling.",ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:27.088270,3,4,88,1.9493900066449128
1,4,3,4,3,3,3,0,3,"The problem is clearly described but the solution requires understanding Open Library's book matching internals, including how build_pool and find_quick_match work together. The fix involves creating a new helper function and modifying two existing functions to short-circuit matching logic specifically for Wikisource imports, requiring knowledge of the codebase's edition matching architecture.",internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:03.539149,1,4,29,1.4771212547196624
2,4,3,3,2,2,2,1,3,"The problem clearly describes adding an optional fields parameter to existing methods. The solution requires modifying database abstraction layer methods across multiple database backends (MongoDB, PostgreSQL, Redis) and updating callers. The pattern of adding optional parameters with default values is standard, but understanding how the existing getObjectsFields method works and ensuring consistent behavior across all backends requires moderate domain knowledge.",NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:34.578394,8,10,42,1.6334684555795864
2,4,4,4,3,3,3,1,4,"This task requires implementing a complete backup system with CLI commands, scheduled backups, and pruning functionality. It requires deep knowledge of Go, SQLite backup APIs, the Cobra CLI framework, and the existing Navidrome architecture. The solution spans multiple new files and modifications to configuration and scheduling systems, making it a substantial feature addition rather than a simple bug fix.",navidrome__navidrome-55730514ea59d5f1d0b8e3f8745569c29bdbf7b4,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:08.279482,5,13,454,2.6580113966571126
1,2,4,4,4,3,4,0,4,"This refactoring task requires consolidating playlist track management logic across multiple repository files, adding smart playlist auto-refresh functionality, and moving methods between classes while maintaining correct behavior. The solution involves understanding the navidrome codebase's persistence layer, SQL query building with Squirrel, and the interaction between playlist and playlist track repositories. The problem statement is vague about exact changes needed, and verification requires understanding how the refactored code maintains existing functionality while adding new smart playlist refresh behavior.",navidrome__navidrome-d21932bd1b2379b0ebca2d19e5d8bae91040268a,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:03.920786,4,14,214,2.3324384599156054
1,3,4,4,4,3,4,0,4,"The fix requires reverting a significant architectural change to the download implementation, switching from a Promise-based async/await pattern using `executeRequest` back to an event-driven callback pattern with `request`. This requires deep understanding of Node.js streams, Electron's network APIs, and proper error handling with file cleanup. The problem statement hints that `executeRequest` is no longer called but doesn't explain the full solution involving re-implementing the streaming logic.",tutao__tutanota-51818218c6ae33de00cbea3a4d30daac8c34142e,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:57.338736,2,9,219,2.342422680822206
2,4,3,4,3,2,3,1,3,"The problem clearly describes what fields need to be added (Enterprise WPScan fields like description, poc, cvss, introduced_in), giving a clear direction but not exact implementation. The solution requires understanding WPScan API response structures and the existing Go data model for vulnerability ingestion. The changes involve modifying struct definitions and field extraction logic across multiple related types, which is moderately complex but follows standard JSON parsing patterns.",future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:09.957177,1,5,119,2.0791812460476247
2,4,3,3,3,2,2,1,3,"The problem clearly describes the expected vs actual behavior for documentation macros, hinting at the solution approach (proper rendering of L(), R(), HORIZONTALLINE, and preventing false matches). The fix requires understanding regex patterns and word boundaries (\b) to prevent matching within words, plus adding new patterns for missing macros. The code must be moved from the base CLI class to DocCLI specifically, requiring understanding of the class hierarchy.",ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:01.257210,4,7,68,1.8388490907372552
2,4,5,4,4,4,3,0,4,"This task requires implementing a completely new AST-based expression parsing system to replace the existing brittle Go ast-based approach. The solution involves creating a new ast.go file with ~500 lines defining expression types (StringLitExpr, VarExpr, EmailLocalExpr, etc.), evaluation logic, and validation, plus refactoring parse.go to use a predicate parser. The integration touches multiple call sites (role.go, ctx.go) and requires understanding the trait interpolation system deeply.",gravitational__teleport-d6ffe82aaf2af1057b69c61bf9df777f5ab5635a,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:23.132142,4,5,1040,3.017450729510536
2,3,3,4,3,3,3,0,4,"The task requires understanding Opus audio encoding parameters (encoderApplication, bitrate), the opus-recorder library internals, and MediaDeviceHandler integration. The solution involves adding conditional quality selection based on noise suppression settings, modifying import statements for compatibility, and integrating with existing audio constraint handling. Domain knowledge of audio codecs and the specific library APIs is essential.",element-hq__element-web-75c2c1a572fa45d1ea1d1a96e9e36e303332ecaa,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:26.207740,2,5,40,1.6127838567197357
2,4,4,4,4,3,3,0,4,"This task requires implementing a new `--upgrade` flag across multiple files (CLI, collection module, dependency resolution), requiring deep understanding of Ansible Galaxy's dependency resolution system using resolvelib. The solution involves modifying the provider's `find_matches` method to handle upgrade logic with semantic versioning comparisons, removing legacy error handling, and threading the new parameter through multiple layers. The complexity comes from understanding how the dependency resolver works and correctly integrating the upgrade behavior with existing preferred candidates logic.",ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:10.125002,6,18,102,2.012837224705172
1,3,4,4,4,3,3,0,4,"This fix requires deep understanding of Alpine Linux package management (binary vs source packages, APKINDEX format, apk commands) and the OVAL vulnerability detection system. The solution involves adding multiple new parsing functions with regex patterns, modifying the OVAL detection logic to handle Alpine-specific source package associations, and integrating changes across multiple files (scanner/alpine.go, oval/util.go, scanner/scanner.go). The complexity stems from needing to understand both the Linux package ecosystem specifics and the internal vulnerability scanning architecture.",future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,claude-opus-4-5-20251101,anthropic,2026-01-24T15:43:58.684932,3,6,191,2.2833012287035497
2,5,3,3,3,2,3,1,3,"The problem statement clearly describes the expected behavior with explicit code examples for each case. The solution requires modifying multiple files (meta/index.js and user/index.js) to support array inputs, including adding a new batch lookup method. While the pattern of supporting both single values and arrays is common, it requires understanding the NodeBB database layer and coordinating changes across multiple modules.",NodeBB__NodeBB-bad15643013ca15affe408b75eba9e47cc604bb2,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:08.508511,2,3,28,1.462397997898956
2,4,3,3,3,2,3,1,3,"The problem clearly describes the need to handle OSError and OverflowError in file operations and add debug logging. The solution requires creating helper functions (_safe_read, _safe_seek) and applying them throughout the ELF parser, which involves understanding the existing code structure but follows a standard error-handling pattern. The main complexity comes from identifying all locations where file operations occur and ensuring consistent error handling across the module.",qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:29.114086,1,6,50,1.7075701760979365
2,3,4,4,4,3,3,0,5,"This task requires deep integration across multiple React components and Redux state management, passing UID through several layers (MessageBodyIframe -> MessageBodyImages -> MessageBodyImage). The solution involves creating new Redux actions, modifying API helpers, adding error handlers, and understanding the complex message image loading flow. Domain knowledge of the ProtonMail codebase architecture, React hooks, and Redux async thunks is essential.",protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:38.295594,11,24,162,2.2121876044039577
2,4,4,4,3,3,3,0,4,"The problem clearly describes the expected behavior with trivy:<source> key formatting, providing direction but not exact implementation details. The solution requires modifying multiple files (converter, detector, models, TUI) to iterate over vendor severity and CVSS sources, create new CveContentType constants for ~27 Trivy sources, and update several functions to handle the new types. Deep knowledge of the Vuls vulnerability scanning system, Trivy integration, and the CveContents data model is essential.",future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:50:04.843717,5,14,269,2.4313637641589874
2,3,4,4,3,3,3,0,5,"This task requires creating a new OperationProgressTracker class and integrating it across multiple layers (MainLocator, WorkerClient, WorkerImpl, WorkerLocator, CalendarFacade, and CalendarImporterDialog). The solution demands deep understanding of the application's architecture including worker/main thread communication patterns and the existing progress tracking mechanisms. While the problem statement hints at needing per-operation progress tracking, implementing it requires coordinating changes across 8 files with significant refactoring of the CalendarFacade dependency injection and the import dialog flow.",tutao__tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:36.429378,7,22,237,2.376576957056512
2,3,4,4,4,3,3,0,4,"This task requires deep understanding of SSH configuration parsing, key validation workflows, and the existing scanner architecture. The solution involves refactoring the validation function into multiple helper functions, introducing a new struct for SSH configuration, and properly handling multiple edge cases (hashed keys, aliases, non-default ports, proxy configurations). The problem description hints at what needs to be fixed but doesn't specify the exact implementation approach needed.",future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:05.899100,1,1,244,2.3891660843645326
2,4,3,5,3,4,3,0,3,"This task requires deep knowledge of Python's import system internals (importlib.machinery.FileFinder, find_module vs find_spec, meta_path finders) and understanding of compatibility issues between setuptools versions. The problem statement hints at the root cause (FileFinder not accepting path argument) but the solution requires knowing to check finder type and handle FileFinder specially. The fix involves multiple related changes across two methods with conditional logic based on finder type detection.",ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:36.242431,1,3,44,1.6532125137753435
2,4,3,4,3,2,3,1,4,"The task requires modifying a database utility function across three different database backends (MongoDB, PostgreSQL, Redis) to support min/max score filtering. This demands deep understanding of each database's query patterns and sorted set operations. The problem is well-specified with clear expected behavior, but implementation requires knowledge of database-specific APIs and proper integration with existing helper code.",NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:13.930387,4,5,79,1.9030899869919435
2,4,3,3,3,2,2,1,3,"The problem clearly describes changing from a list to an ordered mapping for managing scoped values, which is a well-known pattern. The solution requires modifying multiple methods (repr, iter, add, remove, clear, get_for_url, get_for_pattern) to use the new data structure, requiring understanding of the existing class design. The complexity comes from ensuring all methods consistently use the new OrderedDict while maintaining correct behavior, but the pattern itself is standard.",qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:18.384470,2,10,43,1.6434526764861874
2,4,4,4,3,3,3,0,4,"The problem statement clearly describes adding localhost/loopback addresses as additional principals, but the gold patch reveals a much more complex solution involving heartbeat mechanisms, permission changes (RO to RW), and server registration across multiple files. This requires deep knowledge of Teleport's internal architecture including proxy services, kubernetes service heartbeats, and access control. The changes span 4 files with interconnected modifications to heartbeat handling, permissions, and service registration.",gravitational__teleport-dd3977957a67bedaf604ad6ca255ba8c7b6704e9,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:44.822173,4,14,118,2.0755469613925306
2,4,3,3,3,2,2,1,3,"The task clearly specifies adding a 'reason' field to EvaluationResponse, but requires understanding the evaluation flow in the Go server code to properly set the reason at each exit point. The solution involves defining a new enum, modifying protobuf definitions, and adding reason assignments across multiple code paths in the evaluator. While the pattern of adding response metadata is common, correctly identifying all the exit points where different reasons should be set requires understanding the evaluation logic.",flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:29.647317,5,21,1482,3.1711411510283822
2,4,4,4,4,3,3,0,3,"The fix requires deep understanding of Go's HTTP server connection lifecycle (StateNew vs StateActive), TLS connection handling, and proper connection tracking with sync.Map to avoid double-counting. The solution involves changing when connections are tracked (from StateNew to StateActive when TLS handshake is complete), adding a helper to unwrap nested connections to get the underlying tls.Conn, and properly checking PeerCertificates for authentication status. This requires knowledge of net/http internals and TLS connection state management.",gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:50.596123,1,3,56,1.7558748556724917
2,4,3,4,3,2,2,1,3,"The problem clearly describes deprecating safe_eval and replacing evaluation with deterministic parsing. The solution requires understanding Ansible's module_utils architecture, deprecation patterns, and the parsing flow in check_type_dict. The code changes span multiple files with interconnected logic (adding deprecation warnings, replacing safe_eval with literal_eval, updating error handling), but follow standard deprecation patterns.",ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:21.307831,3,7,28,1.462397997898956
2,4,4,5,4,4,3,0,3,"This task requires deep knowledge of QtWebEngine internals, Chromium's locale handling (.pak files), and Qt's library path system. The solution involves implementing complex locale-to-pak-name mapping logic based on Chromium's source code behavior, with multiple special cases for different language variants (en, es, pt, zh). The fix must integrate with the existing qtargs module and config system while handling platform-specific conditions.",qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:55.340812,5,8,126,2.103803720955957
2,4,3,4,3,2,3,1,3,"The problem clearly describes the need to accept multiple language input formats (names, ISO codes, MARC codes) and normalize them. The solution requires understanding Open Library's language handling utilities and integrating multiple existing functions (convert_iso_to_marc, get_abbrev_from_full_lang_name, get_languages) in a specific order with proper error handling. Domain knowledge about MARC21 codes, ISO-639 codes, and the library's internal language utilities is essential.",internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:55.033691,1,2,49,1.6989700043360187
1,3,5,5,4,4,4,0,5,"This task requires a complete refactor of the module_utils finder system, replacing recursive logic with an iterative approach and introducing new locator classes (LegacyModuleUtilLocator, CollectionModuleUtilLocator) to handle redirects, relative imports, and package initialization. It demands deep knowledge of Ansible's collection loader, Python import machinery, and AST parsing. The solution involves hundreds of lines of changes across multiple files including a massive runtime.yml configuration update with plugin routing redirects.",ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:48.618356,4,20,2028,3.307282047033346
1,4,3,4,3,2,2,1,3,"The task requires extending existing enable-features handling to also support disable-features, following a parallel pattern. It needs understanding of QtWebEngine argument processing internals and how flags are parsed/combined. The solution involves refactoring the function to return tuples and handle both flag types consistently, requiring moderate integration with existing code structure.",qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:20.154509,1,6,47,1.6812412373755872
2,3,4,5,4,4,4,0,5,"This fix requires deep understanding of Ansible's plugin system, configuration precedence, and the SSH connection plugin's internals. The solution involves migrating configuration options from global constants to plugin-level get_option() calls across multiple files (base.yml, ssh.py, play_context.py, config/manager.py), requiring coordination between configuration sources and understanding how options flow through the system. The reset logic fix requires understanding SSH ControlMaster socket detection, which is a specialized domain knowledge requirement.",ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:46.237414,8,40,259,2.4149733479708178
1,3,4,4,4,3,3,0,4,"This task requires deep understanding of RPM/DNF modularity concepts and how Vuls handles OVAL matching for Red Hat-based systems. The solution involves adding a new field across multiple components (model, scanner, OVAL matcher), modifying parsing logic for different distro versions, and updating the matching algorithm to use per-package modularity labels instead of global enabled modules. The changes span 5 files with complex conditional logic based on distro family and version.",future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:48.903330,4,14,146,2.167317334748176
2,4,3,4,3,2,2,1,3,"The task requires adding a feature flag to control QR sign-in visibility across multiple components. It requires understanding the existing SettingsStore pattern, modifying three component files, and adding a new setting definition. The problem is clearly described and follows a standard feature flag pattern, but requires knowledge of the Element/Matrix settings architecture.",element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:37.112370,5,10,32,1.5185139398778875
2,4,3,4,3,3,3,0,4,"The task requires understanding the mail application's state management system with Redux-style reducers, bypass filter logic, and how elements flow through the filtering pipeline. The solution involves creating a new helper function, modifying the reducer logic to handle both adding and removing elements from bypass arrays, and updating the action payload interface across multiple files. The problem statement clearly describes the expected behavior but doesn't specify the implementation approach, requiring domain knowledge of the codebase's architecture.",protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39,claude-opus-4-5-20251101,anthropic,2026-01-24T15:50:05.454483,4,6,77,1.8920946026904804
2,4,4,4,4,3,3,0,5,"This task requires implementing a read/write database connection split, creating a custom dbxBuilder wrapper, and modifying multiple files across the codebase including wire dependency injection, persistence layer, and transaction handling. It demands deep understanding of SQLite connection pooling, the dbx ORM library internals, and Go's database/sql patterns. The changes are pervasive, touching 8+ files with interconnected modifications to maintain consistent database access throughout the application.",navidrome__navidrome-55bff343cdaad1f04496f724eda4b55d422d7f17,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:34.486056,7,17,181,2.2600713879850747
2,4,3,4,3,2,3,1,4,"The task requires implementing token masking across multiple files in the codebase (auth.go, trustedcluster.go, provisioning.go, usertoken.go, report.go). While the concept of masking sensitive data is a common pattern, the developer needs deep knowledge of Teleport's internal architecture to identify all locations where tokens are logged and understand the backend key structure. The solution involves creating a centralized MaskKeyName utility function and applying it consistently across different service modules.",gravitational__teleport-b4e7cd3a5e246736d3fe8d6886af55030b232277,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:15.406094,6,11,62,1.7993405494535817
2,4,3,4,3,3,3,0,3,"The task requires creating a new utility module for locale detection and integrating it into Ansible's module system. It demands understanding of Ansible's internal module_utils structure, locale handling in Python/Unix systems, and how modules interact with external commands. The solution involves creating a new file with locale preference logic and modifying the existing fallback mechanism, requiring familiarity with Ansible's architecture but following a reasonably clear pattern once the approach is understood.",ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:44.810670,3,4,72,1.863322860120456
2,3,4,4,3,3,4,0,5,"This task requires extensive changes across 15+ files involving React components, payment flow logic, API integration, and polling mechanisms. The solution involves creating new hooks for token validation with 10-second polling, modifying payment method options, adding new UI components, and integrating Bitcoin validation across multiple payment flows (subscription, credits). Deep knowledge of the payment system architecture and React patterns is required, with timing-sensitive tests making verification challenging.",protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:08.536455,13,30,422,2.6263403673750423
1,3,4,4,4,3,3,0,4,"This bug fix requires understanding NodeBB's forum architecture across client-side JavaScript and server-side socket handling. The solution involves changing the data structure from array-based batch updates to single-topic reordering, requiring algorithmic changes to how pinned topic ordering is calculated and stored in sorted sets. The fix spans three files (client JS, socket handler, and topic tools) with interdependent logic changes that must maintain consistency.",NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:41.043907,3,5,53,1.7323937598229686
0,4,4,4,4,3,4,0,4,"This bug requires understanding terminal state management, signal handling (os.Interrupt), and the complex state machine in ContextReader. The solution involves adding interrupt handlers, proper terminal state restoration across multiple code paths, and coordinating cleanup on program exit through a new NotifyExit mechanism. The fix spans multiple files and requires deep understanding of how password prompts modify terminal state and when that state needs restoration.",gravitational__teleport-0ecf31de0e98b272a6a2610abe1bbedd379a38a3,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:23.555736,3,7,79,1.9030899869919435
1,4,3,4,3,3,3,1,3,"The fix requires understanding two separate issues: YAML v2 vs v3 library differences in handling map types (map[interface{}]interface{} vs map[string]interface{}), and handling JSON files with leading comment lines. The solution involves switching YAML decoder versions and adding a reader wrapper to skip comment lines. This requires knowledge of Go's YAML libraries and their type marshalling behaviors, plus understanding the import/export pipeline.",flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:00.229514,4,11,70,1.8512583487190752
3,5,2,3,2,1,2,1,3,"This is a straightforward text replacement task where 'avatar' needs to be changed to 'profile picture' across multiple files. The problem statement explicitly describes exactly what needs to be done, including updating command descriptions, UI labels, accessibility properties, and i18n files. The main challenge is identifying all locations requiring changes and ensuring consistency across the codebase, but the actual code changes are simple string substitutions and adding optional props to components.",element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:34.272695,8,20,52,1.724275869600789
2,4,3,3,3,2,2,1,3,"The problem clearly describes the validation and parsing issues with color inputs, including specific examples of incorrect behavior. The solution requires understanding color space differences (hue uses 0-359 range vs 0-255 for other components), refactoring the parsing logic to use a dictionary-based converter lookup, and providing targeted error messages. The fix involves moderate complexity with multiple interconnected changes to both `_parse_value` and `to_py` methods, requiring knowledge of Qt color APIs and the existing configuration type system.",qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:57.412540,1,2,38,1.591064607026499
