instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
matplotlib__matplotlib-21568,3,5,3,2,2,2,1,3,5,4,2,1,5,1,2,4,2,3,2,2,4,4,3,4,3,4,4,4
sphinx-doc__sphinx-7757,0,4,4,4,3,2,0,3,5,4,4,2,4,1,2,3,2,2,3,3,4,4,2,2,2,4,3,3
django__django-15973,0,4,5,4,3,3,0,5,5,4,4,2,5,1,1,3,3,2,1,3,4,4,4,2,2,5,2,5
sphinx-doc__sphinx-8621,2,5,3,3,2,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,4,5,2,2,1,4,3,3
matplotlib__matplotlib-13989,1,4,3,3,2,2,1,4,5,4,2,1,5,1,1,1,1,1,1,2,4,5,3,2,2,4,4,4
sphinx-doc__sphinx-9698,1,4,3,2,2,2,1,4,5,4,2,1,5,1,1,1,2,1,1,2,5,5,2,2,2,4,3,3
sympy__sympy-12096,3,5,3,2,2,1,1,5,5,5,2,1,5,1,2,2,1,1,1,3,5,5,2,2,1,4,2,3
django__django-15375,3,5,4,3,3,2,0,5,5,4,4,2,5,1,2,3,1,2,2,3,4,4,4,2,2,4,3,5
pydata__xarray-6938,1,4,4,4,3,2,0,4,5,4,4,2,5,1,2,2,2,2,2,3,4,5,3,2,1,4,3,2
sympy__sympy-16597,2,4,5,4,3,3,0,3,5,3,5,4,3,0,4,4,2,3,4,5,4,5,3,2,1,3,2,4
astropy__astropy-7336,2,5,3,2,1,1,1,5,5,4,2,1,5,1,1,3,2,2,1,2,5,5,2,2,2,4,3,4
django__django-14122,1,4,4,4,3,3,0,3,3,4,4,2,3,1,3,2,2,1,2,3,4,4,4,2,2,5,3,4
django__django-7530,1,4,4,2,2,3,1,4,2,4,2,1,3,1,2,3,4,3,1,3,4,5,2,2,2,4,3,4
django__django-11265,1,4,5,4,4,3,0,5,5,4,4,2,5,0,2,2,2,2,3,4,4,5,4,2,2,4,3,4
psf__requests-1766,2,5,2,1,1,2,1,4,4,5,1,1,4,1,2,1,2,1,1,2,5,5,2,2,1,3,2,2
matplotlib__matplotlib-25287,3,5,3,2,2,2,1,4,5,5,2,1,5,1,1,3,1,3,2,2,4,5,2,2,2,4,4,4
pydata__xarray-3151,1,5,4,3,2,2,0,5,5,4,2,1,5,1,2,2,2,2,2,2,4,5,3,2,1,4,3,2
django__django-16631,2,4,4,3,3,3,0,4,3,4,3,3,4,1,3,3,3,2,3,4,4,4,3,2,1,4,3,4
sympy__sympy-18199,1,4,5,5,4,3,0,4,5,4,3,3,4,1,3,4,2,4,4,3,4,5,2,2,2,3,2,4
pydata__xarray-4695,3,5,3,2,2,1,1,5,5,4,2,1,5,1,1,2,2,2,1,2,4,5,3,2,1,4,3,2
pytest-dev__pytest-5631,3,5,3,2,2,2,1,5,5,4,2,1,5,1,1,3,3,2,2,2,5,5,2,2,1,4,3,2
sphinx-doc__sphinx-9230,0,4,4,3,2,2,1,4,3,4,3,1,4,1,2,3,4,2,1,3,4,4,3,2,2,4,4,3
django__django-16667,2,5,3,2,1,2,1,5,5,4,2,1,5,1,1,4,2,3,1,2,4,5,2,2,1,4,3,4
django__django-14089,3,5,1,1,1,1,1,3,3,4,1,1,4,1,1,3,2,2,1,2,5,5,1,2,1,4,4,4
django__django-15732,2,4,4,4,3,3,0,5,5,4,4,2,5,1,2,4,3,3,3,3,4,4,3,3,2,4,3,5
sympy__sympy-13852,2,4,4,3,3,3,0,4,5,5,3,1,5,0,3,4,3,4,3,3,4,5,2,2,1,3,2,4
django__django-12262,1,4,4,3,3,2,0,5,5,4,2,1,5,1,2,4,2,4,1,3,4,5,3,2,1,4,3,4
django__django-13023,2,5,3,2,1,2,1,4,3,4,2,1,4,1,2,4,3,4,1,2,5,5,2,2,1,4,3,4
django__django-16333,3,5,3,2,2,2,1,4,3,4,1,1,4,1,2,2,3,1,1,2,4,5,2,2,2,5,3,4
sympy__sympy-13757,0,5,4,3,2,1,1,4,5,5,3,2,5,1,3,3,2,2,1,3,4,5,3,2,2,3,2,4
pylint-dev__pylint-6528,1,5,4,3,2,2,0,4,5,5,3,2,5,1,2,4,3,3,3,3,4,4,2,2,2,4,3,4
sphinx-doc__sphinx-9461,1,4,5,4,4,3,0,4,4,4,4,3,4,0,3,4,3,2,4,4,4,4,3,2,1,4,3,4
django__django-14725,2,4,4,3,2,2,0,3,3,4,3,2,3,0,2,4,3,4,2,3,4,4,3,2,2,5,3,4
sphinx-doc__sphinx-11445,2,4,4,3,3,3,0,4,5,4,4,2,5,1,2,4,3,3,2,3,4,4,3,2,2,4,3,4
astropy__astropy-14096,2,4,3,3,2,2,1,5,5,4,2,1,5,1,2,2,2,2,1,2,4,5,3,2,2,4,4,4
astropy__astropy-14995,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,4,2,4,1,2,4,5,2,3,2,4,4,3
django__django-15499,2,5,4,2,2,2,1,3,3,4,2,1,3,1,1,2,2,1,1,2,4,5,2,2,2,4,3,4
django__django-15525,3,5,4,3,3,2,0,5,5,4,3,2,5,1,1,3,3,2,1,3,4,4,3,2,1,4,3,4
matplotlib__matplotlib-25479,2,4,4,3,3,2,0,5,5,4,3,2,5,1,3,3,2,2,2,3,4,5,3,3,2,4,4,4
sphinx-doc__sphinx-8548,1,3,4,3,3,2,0,3,4,4,4,2,4,1,3,3,3,2,3,4,4,4,3,2,2,4,4,3
django__django-13449,3,5,4,3,3,2,0,5,5,4,3,2,5,1,2,3,3,2,3,3,4,4,3,2,2,4,3,5
django__django-15572,2,5,3,2,1,2,1,4,5,4,2,1,5,1,1,2,2,2,1,2,5,5,2,2,1,4,3,4
django__django-16145,2,5,3,2,2,2,1,4,5,5,2,1,4,1,1,2,3,2,2,2,4,5,2,2,1,4,3,4
django__django-11815,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,4,3,3,2,2,5,4,2,2,1,4,3,4
sympy__sympy-17630,1,4,5,4,4,2,0,5,5,4,4,3,5,1,3,3,2,2,2,4,4,5,2,2,1,3,2,3
pytest-dev__pytest-10356,2,4,4,3,3,2,1,4,5,4,3,2,5,1,3,3,2,2,3,3,4,5,3,2,1,5,3,3
django__django-10880,2,4,3,2,1,2,1,4,3,4,2,1,4,1,1,1,1,1,1,2,4,5,2,2,2,4,3,5
django__django-11141,2,4,4,3,3,2,0,4,3,4,2,1,5,1,2,2,2,2,2,3,4,4,2,2,2,4,3,4
matplotlib__matplotlib-24970,2,4,4,3,2,2,1,5,5,4,3,1,5,1,2,3,2,3,2,3,5,5,3,2,2,4,4,4
sympy__sympy-13798,2,4,3,3,2,2,1,3,4,4,2,1,4,1,2,3,1,3,2,2,4,5,2,2,1,4,3,4
scikit-learn__scikit-learn-26194,2,4,3,2,2,2,1,4,5,4,2,1,5,1,3,3,2,2,1,2,4,5,2,3,2,4,4,3
matplotlib__matplotlib-24570,3,5,3,2,2,2,1,4,5,4,2,1,5,1,4,4,3,3,1,2,4,5,2,3,2,4,4,4
sphinx-doc__sphinx-10673,1,4,4,4,3,3,0,4,5,4,4,3,4,0,3,2,3,1,3,4,4,5,3,2,2,4,3,3
django__django-14752,3,5,3,1,1,1,1,3,5,5,1,1,5,1,1,3,3,1,1,2,4,5,2,2,1,4,3,4
matplotlib__matplotlib-24177,2,4,4,3,4,2,0,4,5,4,4,2,5,0,3,3,2,2,1,3,4,5,3,4,4,4,4,5
django__django-16082,2,4,4,2,2,2,1,3,2,4,2,1,3,1,2,3,2,3,1,2,4,5,2,2,1,4,3,4
sympy__sympy-22456,1,4,4,4,3,2,0,4,4,5,3,2,4,0,3,2,1,1,3,3,4,5,2,2,1,3,2,3
django__django-13516,1,4,3,2,1,2,1,3,3,4,2,1,3,1,1,2,3,2,1,2,4,5,3,2,1,4,3,5
matplotlib__matplotlib-22871,0,4,4,4,3,2,0,4,5,4,3,1,5,1,2,2,2,2,2,3,4,4,2,3,2,4,4,5
matplotlib__matplotlib-23299,2,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,1,2,2,3,4,4,4,3,3,4,4,5
django__django-14007,1,5,4,4,3,2,0,4,5,5,4,2,5,0,2,3,2,2,3,4,4,5,3,2,1,4,4,4
django__django-16485,1,5,3,3,2,2,0,5,5,4,2,1,5,1,2,2,1,2,1,2,4,5,2,2,2,4,3,5
matplotlib__matplotlib-22719,3,5,3,2,2,2,1,5,5,3,2,1,5,1,2,2,1,2,1,3,4,5,3,3,3,4,4,4
django__django-16256,3,5,3,2,2,2,1,4,3,5,2,3,5,1,1,4,3,3,2,3,4,4,2,2,2,4,3,4
django__django-14011,3,5,4,3,3,4,0,4,4,4,4,3,5,1,3,4,4,3,3,4,4,4,3,2,2,4,3,4
django__django-15315,3,5,3,2,2,1,1,5,5,5,2,1,5,1,3,2,2,2,1,3,4,5,3,2,1,4,3,4
pytest-dev__pytest-6197,1,4,4,4,3,2,0,5,5,4,4,2,5,1,3,3,2,3,3,4,4,4,3,2,2,5,3,2
django__django-16493,3,5,3,2,2,2,0,5,5,5,2,1,5,1,1,2,2,2,2,2,5,5,2,2,1,4,3,4
django__django-14787,1,4,4,3,3,2,1,5,5,4,3,1,4,1,1,2,2,1,1,2,4,5,2,2,1,4,3,5
django__django-13279,2,4,4,3,3,2,0,4,3,4,3,2,4,1,2,2,2,2,2,3,4,4,3,2,1,4,3,5
django__django-12741,3,5,2,1,1,1,1,4,4,5,1,2,5,1,4,2,2,1,2,3,4,5,2,2,2,4,3,4
django__django-15987,1,4,3,2,2,2,1,3,2,4,2,1,3,1,1,2,2,2,1,2,4,5,2,2,2,4,3,4
sympy__sympy-13480,3,5,2,1,1,1,1,5,5,3,2,1,5,1,1,2,1,2,1,2,5,5,1,2,1,3,2,4
astropy__astropy-7166,3,5,2,2,2,2,1,4,3,4,2,1,4,1,2,3,2,2,1,2,4,5,2,3,2,4,4,4
sympy__sympy-17139,1,4,3,2,2,2,1,5,5,4,2,1,5,1,1,3,2,3,1,2,5,5,2,2,1,4,2,3
django__django-15467,3,5,3,1,1,1,1,4,5,5,1,1,5,1,2,2,2,2,1,2,5,5,2,2,1,4,3,4
django__django-15037,2,4,4,3,3,3,0,3,5,4,2,1,4,1,2,2,2,1,2,3,4,4,2,2,2,4,3,4
sphinx-doc__sphinx-7985,1,4,3,3,2,2,1,3,5,4,2,1,5,1,3,3,3,2,3,3,4,5,2,2,2,4,3,3
astropy__astropy-13579,3,5,4,3,3,2,0,4,5,5,3,1,5,0,2,2,2,1,3,3,4,5,3,3,2,4,4,4
pytest-dev__pytest-7324,3,4,4,3,4,2,0,5,5,3,3,1,4,0,2,3,2,3,2,2,4,5,2,2,1,4,3,3
sympy__sympy-13091,3,5,3,3,2,3,1,4,4,5,3,4,5,1,3,5,3,4,3,4,4,5,3,2,1,4,2,3
scikit-learn__scikit-learn-13496,3,5,3,1,1,1,1,3,3,5,1,1,4,1,2,2,2,1,1,2,4,5,2,3,2,4,4,4
pydata__xarray-4094,0,4,4,3,2,2,0,4,5,4,3,1,5,1,1,2,2,2,1,2,4,5,2,2,1,4,3,2
django__django-16877,2,4,3,2,2,2,1,3,3,4,1,1,4,1,1,4,2,3,1,2,4,4,2,2,1,4,3,4
matplotlib__matplotlib-25311,0,4,4,4,3,2,1,4,5,4,3,2,5,1,1,3,3,2,2,2,4,4,3,3,3,5,4,4
scikit-learn__scikit-learn-25232,2,5,3,2,1,2,1,3,4,5,1,1,4,1,2,2,2,1,1,2,4,5,2,3,2,4,4,3
pytest-dev__pytest-7236,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,4,3,3,2,3,4,5,2,2,2,5,3,3
pydata__xarray-3993,2,5,3,2,1,2,1,4,5,5,1,2,5,1,4,2,1,2,2,2,4,5,2,2,1,4,3,2
django__django-15563,2,4,5,4,4,3,0,4,5,4,5,3,5,0,2,3,2,2,4,4,4,4,4,2,2,4,2,5
sympy__sympy-13615,1,4,4,4,3,2,0,4,5,4,3,2,4,1,2,2,2,2,3,3,4,5,2,2,1,3,2,3
pydata__xarray-6744,0,4,4,4,3,2,0,4,5,5,3,1,5,1,2,4,2,3,3,2,4,5,2,2,1,4,3,2
sphinx-doc__sphinx-7454,1,5,4,3,3,2,0,4,5,4,3,2,5,1,2,3,2,2,1,2,4,5,3,2,2,4,4,3
matplotlib__matplotlib-23314,1,5,4,3,2,2,1,3,5,4,3,2,4,1,1,2,2,1,1,2,4,5,2,3,3,4,4,4
scikit-learn__scikit-learn-12585,3,5,2,2,2,1,1,5,5,4,1,1,5,1,2,2,1,1,1,2,5,5,3,2,2,4,3,4
pylint-dev__pylint-6903,3,5,2,2,2,2,1,5,4,5,1,1,5,1,1,3,4,2,1,2,4,5,2,2,1,4,3,4
django__django-12273,3,4,5,4,4,3,0,3,5,4,4,2,4,0,3,3,3,3,2,4,4,4,4,2,2,5,3,5
sympy__sympy-12481,1,5,3,2,2,2,1,4,5,4,2,1,4,1,2,2,1,2,1,2,4,5,2,2,1,3,2,3
django__django-10999,3,4,2,3,2,3,1,4,4,3,2,1,4,1,3,4,2,4,3,2,5,5,2,2,1,4,3,4
matplotlib__matplotlib-26291,3,5,4,3,3,2,0,5,5,3,3,2,5,1,2,2,2,2,1,3,4,5,2,3,3,4,4,4
django__django-15277,3,5,3,2,1,2,1,5,5,5,1,1,5,1,2,4,2,3,1,2,5,5,3,2,1,4,3,4
sympy__sympy-13551,2,4,4,3,3,2,0,4,5,5,3,1,5,0,3,1,1,1,2,3,4,4,3,2,2,3,2,4
sympy__sympy-22914,3,5,2,1,1,1,1,4,5,5,1,1,5,1,1,2,1,1,1,2,5,5,2,2,1,3,3,4
django__django-13012,3,5,4,3,2,2,0,5,5,5,3,1,5,1,2,3,1,2,1,3,5,5,2,3,2,4,4,5
django__django-11490,2,4,4,3,3,2,0,4,5,4,3,2,5,1,2,2,1,2,2,3,4,5,4,2,2,4,3,4
sphinx-doc__sphinx-7462,3,5,3,2,2,2,1,5,5,3,2,2,5,1,1,3,3,2,2,3,5,5,2,2,1,4,4,3
django__django-16569,3,5,3,2,1,1,1,5,5,5,1,1,5,1,1,2,1,2,1,2,5,5,2,2,1,4,4,4
django__django-16139,3,5,3,2,2,2,0,4,4,5,2,1,5,1,2,2,3,2,1,2,4,5,2,2,1,4,3,4
sympy__sympy-21379,3,5,4,3,3,2,1,5,5,4,4,3,5,1,2,3,2,3,2,3,4,4,3,2,1,4,2,4
sympy__sympy-12419,3,5,4,3,2,2,1,4,5,5,3,2,5,1,3,3,2,2,2,3,4,4,2,2,1,3,2,3
django__django-14915,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,3,2,2,1,2,4,5,3,2,1,4,3,4
sphinx-doc__sphinx-8056,1,4,4,3,2,2,0,3,4,4,3,2,4,1,2,3,2,2,2,3,4,4,3,2,2,4,3,3
sympy__sympy-17318,3,5,4,3,2,2,0,5,5,4,3,2,5,1,2,3,2,3,2,3,4,5,2,2,1,4,2,3
pylint-dev__pylint-7277,3,5,2,2,2,2,1,4,5,4,2,1,5,1,2,4,2,4,1,2,4,5,2,2,1,4,3,4
sympy__sympy-24213,0,4,4,3,2,2,0,5,5,3,2,1,4,1,2,2,2,1,1,3,4,5,2,2,2,4,2,4
matplotlib__matplotlib-25960,1,4,4,4,3,3,0,3,5,3,4,2,4,0,3,3,3,2,3,4,4,5,3,4,3,4,4,5
django__django-11740,3,5,4,3,3,2,0,4,4,4,3,2,4,1,2,2,2,2,2,3,4,4,3,2,1,5,3,4
sympy__sympy-20801,1,4,4,4,3,2,0,4,5,4,3,1,5,1,3,3,2,3,2,3,4,4,3,2,1,4,3,3
django__django-14493,2,5,3,2,2,2,1,5,5,4,1,1,5,1,1,2,2,2,1,2,5,5,2,2,1,4,3,4
django__django-14539,0,5,4,4,3,2,0,5,5,5,3,1,5,1,2,2,1,2,2,2,4,5,3,2,2,4,3,4
astropy__astropy-13236,3,5,3,2,1,2,1,4,4,5,1,2,5,1,3,4,3,3,1,3,4,5,3,3,3,4,4,4
pytest-dev__pytest-10081,1,5,4,3,3,2,0,5,5,5,2,1,5,1,1,4,3,3,2,3,4,4,2,2,2,5,2,3
django__django-17084,1,4,5,4,3,3,0,4,5,3,4,2,5,1,2,2,3,2,2,3,4,4,4,3,2,4,4,4
django__django-13028,3,5,4,2,3,2,0,5,5,4,2,1,5,1,1,2,2,2,1,2,4,4,3,2,2,4,3,4
pydata__xarray-6461,1,4,3,3,2,2,1,5,5,3,2,1,4,1,2,2,2,2,1,2,4,5,2,2,1,4,3,2
matplotlib__matplotlib-20488,1,4,4,3,3,3,0,5,4,3,3,2,4,1,2,3,3,3,1,3,4,5,3,3,2,4,4,4
pytest-dev__pytest-8399,3,5,3,1,2,2,1,4,5,5,2,2,5,1,2,4,3,3,1,2,4,5,2,2,1,4,3,3
matplotlib__matplotlib-20826,2,4,4,3,3,3,0,4,5,4,4,2,5,0,2,2,2,1,2,3,4,5,4,3,3,5,4,4
django__django-15851,3,5,2,1,1,1,1,4,5,5,1,1,5,1,2,2,1,1,1,2,5,5,2,2,1,4,3,4
sympy__sympy-19783,1,4,4,3,2,2,1,3,5,4,3,2,4,1,2,4,2,3,2,3,4,4,2,2,1,3,2,4
pytest-dev__pytest-5840,2,4,4,3,3,3,1,5,4,4,4,2,5,1,2,3,2,3,3,3,4,5,3,2,1,4,3,2
django__django-10097,2,4,3,3,2,2,1,4,4,4,2,1,4,1,3,3,1,3,2,2,4,5,2,2,2,4,3,4
sympy__sympy-22714,1,4,4,3,3,2,0,5,5,4,3,1,5,1,2,1,1,1,1,2,4,4,3,2,1,4,3,3
django__django-11239,2,4,3,2,1,2,1,3,4,4,1,1,4,1,1,3,3,2,1,2,4,5,2,2,1,4,3,4
django__django-15503,2,4,4,4,4,3,0,4,5,4,4,2,5,1,2,4,3,4,3,3,4,4,3,2,2,4,3,4
sympy__sympy-24443,2,4,4,3,3,2,0,5,5,4,3,1,5,1,2,2,2,2,3,3,4,5,2,2,2,4,2,4
django__django-15368,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,1,1,2,5,5,3,3,2,4,4,4
matplotlib__matplotlib-23476,2,4,4,3,3,2,0,5,5,5,2,1,5,1,2,2,2,2,1,3,4,4,3,4,4,4,4,4
django__django-15104,3,5,3,1,2,1,1,5,5,5,2,1,5,1,1,2,2,2,1,2,5,5,3,2,2,5,3,5
django__django-15554,1,4,5,4,4,3,0,3,4,3,5,3,4,0,3,2,3,2,4,4,4,4,4,2,2,5,3,4
django__django-13195,2,4,3,3,2,2,1,4,3,4,2,3,4,1,2,4,2,3,2,3,4,4,2,2,1,4,3,4
sympy__sympy-15349,1,4,4,3,2,2,1,4,5,4,2,1,4,1,3,3,2,2,1,2,4,5,2,2,1,3,2,3
scikit-learn__scikit-learn-25747,3,5,3,2,2,2,0,5,5,3,2,1,5,1,3,2,2,2,1,2,4,5,3,2,2,4,4,4
django__django-16801,2,5,3,2,2,2,0,4,3,4,2,1,4,1,2,2,2,1,2,3,4,5,2,2,2,4,3,5
django__django-14580,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,2,1,1,2,4,5,3,2,1,5,3,4
sympy__sympy-20154,2,5,2,1,1,2,1,3,4,4,1,1,4,1,2,4,2,3,1,2,4,5,2,2,1,3,2,4
pytest-dev__pytest-5787,1,4,4,4,3,3,0,4,5,5,4,2,5,1,2,4,4,3,4,3,4,4,2,2,1,4,3,2
django__django-13212,2,4,3,2,1,2,1,3,3,4,2,2,4,1,2,5,3,4,1,2,4,4,2,2,1,4,3,4
pylint-dev__pylint-4661,2,4,2,2,2,2,1,3,2,4,2,2,4,1,4,2,1,2,2,3,4,5,2,2,1,4,3,3
sphinx-doc__sphinx-10435,2,4,4,3,3,3,0,5,5,5,2,1,5,1,1,2,2,1,1,2,4,5,2,2,2,4,3,3
sympy__sympy-20590,3,5,3,2,2,1,1,4,5,4,2,2,5,1,1,2,2,2,1,2,4,5,3,2,1,4,2,4
django__django-16315,3,5,4,3,2,2,1,5,4,5,2,2,4,1,2,3,3,2,3,3,4,5,2,3,2,4,3,5
psf__requests-2317,2,4,3,2,2,2,1,4,3,4,2,1,4,1,2,1,1,1,1,2,4,5,2,1,1,4,2,2
django__django-14017,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,4,2,3,1,3,4,5,2,2,2,4,3,4
django__django-13551,3,5,3,2,2,2,1,4,4,4,2,1,4,1,3,4,3,4,2,2,4,5,2,2,2,4,3,5
matplotlib__matplotlib-26208,1,4,4,4,4,2,0,4,5,4,4,2,5,0,2,3,2,2,1,3,4,4,3,4,3,4,4,4
sympy__sympy-19346,2,5,3,2,1,2,1,4,5,5,1,1,5,1,1,4,2,4,2,2,5,5,2,2,1,4,2,3
django__django-15128,2,4,5,4,4,3,0,5,5,3,4,2,5,0,3,3,3,2,4,4,4,4,4,2,2,4,3,5
django__django-13121,0,4,5,4,4,3,0,5,5,3,4,3,4,0,3,2,2,2,4,4,4,4,3,2,1,4,3,4
scikit-learn__scikit-learn-10844,3,5,2,2,1,2,1,5,3,4,2,1,4,1,1,2,1,2,1,2,5,5,2,2,2,4,3,3
django__django-12419,3,5,2,1,1,1,1,3,2,5,1,1,4,1,4,1,2,1,1,2,4,5,2,2,1,4,3,4
django__django-13658,3,5,2,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,1,2,5,5,2,2,1,4,4,4
django__django-14349,2,4,3,2,2,2,1,5,4,3,2,1,5,1,2,4,2,4,1,2,4,5,3,2,1,4,3,4
sphinx-doc__sphinx-7910,3,5,3,2,2,2,1,5,3,4,2,1,4,1,1,2,2,2,1,2,4,5,2,2,2,4,4,3
django__django-11848,2,4,3,3,2,3,1,4,3,5,2,1,4,1,2,4,4,4,2,2,4,5,2,2,1,4,3,4
django__django-13033,3,5,4,3,3,2,0,4,5,4,4,2,5,0,2,3,2,3,2,3,4,4,4,2,2,5,2,5
sympy__sympy-15345,1,5,3,2,2,1,1,4,5,5,2,1,4,1,1,2,1,2,1,2,4,5,2,2,1,3,2,3
django__django-16661,2,4,5,4,4,2,0,4,5,4,4,2,5,0,3,4,3,3,3,3,4,5,3,2,1,4,3,4
django__django-12858,1,4,4,3,3,2,0,5,5,4,3,2,5,1,1,2,1,2,1,3,4,5,3,2,2,4,3,5
scikit-learn__scikit-learn-25931,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,2,1,2,3,4,5,2,3,2,4,4,4
mwaskom__seaborn-3069,2,4,4,3,3,2,0,3,2,4,3,3,4,0,2,4,2,3,3,3,4,4,3,2,1,4,3,2
scikit-learn__scikit-learn-11310,2,5,3,2,1,2,1,3,5,5,1,1,5,1,2,2,1,1,1,2,4,5,2,3,2,4,3,3
sympy__sympy-18189,3,5,2,1,1,1,1,4,5,5,2,1,5,1,2,3,2,2,1,2,4,5,2,2,1,4,2,4
django__django-12663,3,5,4,3,4,2,0,5,5,4,4,2,5,0,2,2,3,1,2,3,4,4,4,2,2,5,3,4
