solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,reasoning,_task_id,_model,_provider,_extracted_at
1,5,3,4,3,2,0,"The problem is crystal clear with exact inputs, outputs, and expected behavior. However, fixing it requires understanding Sphinx's role system and the kbd role implementation, plus designing a parsing algorithm that can distinguish between separator characters and keystroke characters in compound key sequences. The logical reasoning is complex because the fix needs to handle edge cases like standalone separators and separators appearing as actual keystrokes within compounds.",sphinx-doc__sphinx-8621,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:03.720720
1,4,4,3,2,2,0,"The task clearly describes a regression bug where hist() ignores the range parameter when density=True, and even identifies the bisected commit. However, fixing it requires understanding matplotlib's histogram internals and how the density calculation interacts with bin range computation. The fix likely involves ensuring the range parameter is properly passed through when computing bins with density mode, but requires knowledge of the internal code flow.",matplotlib__matplotlib-13989,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:45.883984
1,4,4,3,3,2,0,"The task clearly describes the bug (index entries for properties shouldn't have parentheses) with visual evidence. However, fixing it requires understanding Sphinx's domain system internals, specifically how py:method directive handles the :property: option differently from py:property directive for index generation. The solution likely involves modifying how index entries are generated when the property option is set, requiring knowledge of Sphinx's Python domain implementation.",sphinx-doc__sphinx-9698,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:11.731432
2,4,4,3,3,2,0,"The problem clearly identifies the bug location (Function._eval_evalf) and the issue (not calling evalf recursively on the return of _imp_). This requires understanding SymPy's internal evaluation system and the _imp_ mechanism for implemented functions. The fix involves adding recursive evalf calls, but requires knowledge of how precision parameters should be passed through the evaluation chain.",sympy__sympy-12096,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:11.123749
3,5,4,2,2,2,1,"The task provides the exact solution patch in the hints section, showing precisely that `coalesce.is_summary = True` needs to be added. The problem is crystal clear with reproduction steps and SQL output. While deep Django ORM internals knowledge would normally be needed to find this fix, the solution is explicitly given, making this straightforward to implement.",django__django-15375,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:14.281695
1,4,4,4,3,3,1,"The problem clearly demonstrates that swap_dims() is modifying the original object when it shouldn't (mutation bug). The failing test 'test_to_index_variable_copy' hints that the fix involves ensuring a copy is made during Variable type conversion. This requires understanding xarray's internal Variable/IndexVariable classes and the copy semantics, but the pattern of 'ensure copy to prevent mutation' is a standard defensive programming pattern.",pydata__xarray-6938,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:18.385476
2,4,4,4,3,3,0,"The hints clearly point to modifying the assumption rules in `core.assumptions` to add `finite` implication to properties like `even`, `integer`, or `rational`. However, this requires deep understanding of SymPy's assumption system, the relationships between mathematical properties, and awareness of potential side effects (like breaking extended_real handling). The logical reasoning needed is significant due to the interconnected nature of mathematical assumptions.",sympy__sympy-16597,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:26.145537
2,5,3,2,2,2,1,The problem is crystal clear with a complete reproducer and explicit error message showing exactly where the issue occurs. The suggested fix ('explicitly check whether None is returned and then omit the unit check') directly points to the solution approach. This requires understanding astropy's decorator internals but follows a common pattern of handling special cases (None return type) in type annotation processing.,astropy__astropy-7336,claude-opus-4-5-20251101,anthropic,2026-01-29T21:55:52.638229
1,4,5,4,4,3,0,"This task requires deep understanding of Django ORM internals, specifically how SQL query generation works for ORDER BY, GROUP BY, and aggregation. The problem describes that Meta.ordering fields are being incorrectly added to GROUP BY clauses during aggregation, referencing a previous incomplete fix. While the problem is clearly stated, solving it requires intimate knowledge of Django's query compiler and SQL generation code paths.",django__django-14122,claude-opus-4-5-20251101,anthropic,2026-01-29T21:56:53.077513
2,3,4,3,3,3,0,"The problem clearly describes that allow_migrate() is being called with incorrect (app_label, model) pairs during consistency checks - using all models for each app instead of only that app's models. This requires deep understanding of Django's migration system internals, specifically how routers and allow_migrate() work together. The fix involves correcting the iteration logic to pair apps with their own models, which is a moderately complex change in the migration framework.",django__django-7530,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:44.279066
2,4,5,4,4,3,0,"This task requires deep understanding of Django's ORM internals, specifically how FilteredRelation annotations interact with exclude() and the split_exclude() method for generating subqueries. The hints clearly identify that split_exclude needs to be modified to handle filtered expressions specially, but implementing this requires expert knowledge of Django's query construction machinery. The problem involves complex SQL generation logic where exclude creates subqueries that must properly incorporate FilteredRelation conditions.",django__django-11265,claude-opus-4-5-20251101,anthropic,2026-01-29T21:56:05.806192
2,4,4,2,3,3,1,"The problem clearly states that the 'qop' option in Digest Auth should be quoted according to RFC2617, and references curl's behavior. This requires understanding HTTP Digest Authentication internals and RFC specifications. The fix itself is straightforward (adding quotes around a value), but locating where in the requests library's auth module to make the change requires familiarity with the codebase. The multiple unrelated failing tests suggest possible test infrastructure issues or a broader change needed.",psf__requests-1766,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:04.962057
3,5,3,2,2,2,1,"The problem statement includes an exact patch showing precisely which lines to change and how to fix them. The bug is clearly described with reproduction code and visual evidence. The fix involves understanding matplotlib's rcParams system for tick/label colors, but the solution is directly provided, making this a straightforward implementation task.",matplotlib__matplotlib-25287,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:56.998664
1,4,4,3,3,2,0,"The problem is clearly stated with a good MCVE and expected behavior - identical coordinates should be ignored when checking monotonicity. However, fixing this requires understanding xarray's internal combine_by_coords logic and how it handles coordinate dimensions. The solution requires identifying where the monotonicity check occurs and adding logic to skip dimensions that don't vary between datasets.",pydata__xarray-3151,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:07.419918
2,4,4,3,3,3,0,"The problem clearly identifies that SECRET_KEY_FALLBACKS is not being used for session authentication hashes, pointing to specific functions (salted_hmac and get_session_auth_hash). The hints confirm this is a bug and suggest checking fallback session hashes. However, fixing this requires deep understanding of Django's authentication system, session management, and HMAC signing mechanisms. The solution involves modifying how session auth hashes are verified to iterate through fallback keys.",django__django-16631,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:35.970062
2,4,4,3,3,2,1,"The problem clearly describes the missing edge case: when a % p == 0, x = 0 is also a root that should be returned. The fix requires understanding modular arithmetic and the nthroot_mod function's implementation in SymPy. The solution approach is hinted at (check for a % p == 0 condition), making this a focused bug fix requiring domain knowledge of number theory but with a clear pattern to follow.",sympy__sympy-18199,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:30.920664
3,5,3,2,2,2,1,"The problem statement provides the exact solution: replace `self.data_array.sel(**key)` with `self.data_array.sel(key)` at a specific line. The issue is clear - dimension names that collide with method parameter names (like 'method') cause errors when unpacked as kwargs. This is a common Python pattern issue with kwargs collision, requiring moderate xarray knowledge to understand the context but the fix is explicitly provided.",pydata__xarray-4695,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:13.854084
2,5,3,2,3,2,1,"The problem is crystal clear with exact file location, line numbers, and even the commit that introduced the bug. The issue is a classic numpy truth value ambiguity when checking 'p.new in sentinels' with an array. The fix requires using 'any()' or identity comparison instead of 'in' operator, which is a well-known pattern for handling numpy array comparisons. Requires understanding of pytest internals for mock patch handling but the solution approach is clearly hinted at.",pytest-dev__pytest-5631,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:27.458333
0,4,4,3,3,2,0,"This bug involves Sphinx's docstring parsing for parameter types containing nested parentheses like dict(str,str). The problem is clearly demonstrated with input/output examples, but fixing it requires understanding Sphinx's internal parsing logic for info field lists. The fix likely involves modifying regex or parsing code to properly handle nested parentheses in type annotations, which requires knowledge of Sphinx's domain_py module internals.",sphinx-doc__sphinx-9230,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:06.814766
2,5,3,2,2,2,1,"The problem is crystal clear with exact reproduction steps and identifies the exact line causing the issue. The solution approach is clearly implied - wrap the datetime.date() call in a try-except to catch OverflowError. This is a standard input validation pattern, requiring Django forms/widgets knowledge but straightforward logic.",django__django-16667,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:40.160604
3,5,2,1,1,1,1,"The task explicitly states the exact solution: add a __reversed__() method to OrderedSet. This is a well-documented Python pattern for making objects reversible. The implementation is straightforward - just define __reversed__ to return reversed(self.dict) or similar, requiring only basic Python knowledge of the iterator protocol.",django__django-14089,claude-opus-4-5-20251101,anthropic,2026-01-29T21:56:52.358300
2,4,4,4,3,3,0,"The task requires deep understanding of Django's migration system, schema editing, and database constraint handling. The problem is well-documented with tracebacks and reproduction steps, and the comments provide hints about the solution approach (distinguishing constraint naming schemes). However, the fix requires careful handling of edge cases where unique_together constraints overlap with unique=True constraints, and understanding how Django generates constraint names internally.",django__django-15732,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:21.062679
2,4,5,4,4,3,0,"This task requires deep knowledge of special mathematical functions (polylogarithms), their evaluation at special values, and SymPy's internal representation of complex functions. The problem statement provides the expected answer (-log(2)**2/2 + pi**2/12) and discusses issues with exp_polar representation, but implementing the evaluation requires understanding both the mathematics and SymPy's function evaluation framework. The test 'test_polylog_values' suggests specific values need to be added to the polylog evaluation logic.",sympy__sympy-13852,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:18.657346
1,4,4,3,3,2,0,"The problem is clearly described with specific examples showing the bug with keyword-only arguments in Django template tags. It requires deep knowledge of Django's template tag parsing internals and Python's function inspection to understand how keyword-only arguments should be handled differently. The author mentions they have a fix ready, suggesting the solution involves modifying argument parsing logic, but the exact approach isn't detailed.",django__django-12262,claude-opus-4-5-20251101,anthropic,2026-01-29T21:56:20.918779
2,4,3,2,2,2,1,The problem is clearly stated: DecimalField.to_python() raises TypeError instead of ValidationError for dict values. The solution approach is hinted at (catch TypeError and convert to ValidationError). This is a common pattern in Django field validation - catching unexpected exceptions and converting them to ValidationError. Requires Django field knowledge but is a straightforward fix.,django__django-13023,claude-opus-4-5-20251101,anthropic,2026-01-29T21:56:29.005709
3,5,3,2,2,2,1,"The problem statement explicitly identifies the exact issue: UserCreationForm.save(commit=True) omits calling self.save_m2m(). This is a well-documented Django pattern where ModelForm subclasses must call save_m2m() to persist ManyToMany relationships. The fix is straightforward once you understand Django's form save mechanism, requiring only adding the save_m2m() call to the save method.",django__django-16333,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:30.697249
1,5,4,3,3,2,1,"The problem is crystal clear with explicit examples showing the asymmetric behavior of multiplication. However, fixing it requires deep understanding of SymPy's operator overloading mechanism, specifically how __mul__ and __rmul__ methods interact between Poly and other expression types. The solution likely involves implementing or fixing the __rmul__ method in the Poly class to handle left-side multiplication properly.",sympy__sympy-13757,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:16.634258
2,5,4,3,2,2,1,"The problem is crystal clear with explicit commands, expected behavior, and even a hint pointing to the exact location in the code (line 676 in pylinter.py). The fix requires understanding pylint's internal file discovery mechanism and how ignore patterns are supposed to be applied during recursive directory traversal. The solution involves adding filtering logic where files are discovered recursively, which is a standard pattern for this type of bug.",pylint-dev__pylint-6528,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:22.724816
2,4,4,4,4,3,0,"The problem description clearly explains the root cause (classmethod+property combination behaves like a class attribute, making docstring extraction impossible via normal means) and mentions Python 3.10 will fix the underlying issue. However, implementing a fix in Sphinx requires deep understanding of Python's descriptor protocol, how autodoc introspects classes, and Sphinx's internal documentation generation. The solution must handle a relatively novel Python 3.9 feature combination that doesn't follow standard patterns.",sphinx-doc__sphinx-9461,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:10.677835
2,4,4,3,3,3,0,"The task clearly describes the need for an 'edit_only' mode in model formsets to prevent object creation. The hints provide good context about what doesn't work (extra=0, max_num) and there's even a linked PR. However, implementing this requires deep understanding of Django's formset internals, particularly how form data is processed, validated, and how new vs existing objects are distinguished during save operations.",django__django-14725,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:02.532096
2,4,4,3,3,2,0,"The hints clearly identify both the problematic code location (sphinx/util/rst.py lines 81-91) and the general approach (the prolog is inserted incorrectly between domain directives and heading definitions). However, fixing this requires understanding Sphinx's RST parsing internals and how prolog insertion interacts with document structure. The test names suggest the fix involves handling sections with roles differently based on newline presence.",sphinx-doc__sphinx-11445,claude-opus-4-5-20251101,anthropic,2026-01-29T21:58:52.430329
2,4,4,3,3,2,1,"The problem is clearly explained with a reproducible example, and the hints explicitly mention the interaction between `@property` and `__getattr__` with a StackOverflow link documenting this pattern. However, solving it requires understanding SkyCoord's custom `__getattr__` implementation and how to properly preserve/re-raise the original AttributeError from within the property. The fix involves modifying the `__getattr__` method to handle this edge case properly.",astropy__astropy-14096,claude-opus-4-5-20251101,anthropic,2026-01-29T21:55:47.413156
3,5,3,2,2,2,1,"The solution is explicitly identified in the hints - a specific line change from 'elif operand.mask is None' to 'elif operand is None' caused the regression. The problem is crystal clear with reproducible examples and version comparison. While it requires understanding of NDData's mask handling, the fix is straightforward once identified, and the discussion provides the exact line that needs to be reverted.",astropy__astropy-14995,claude-opus-4-5-20251101,anthropic,2026-01-29T21:55:51.794006
2,4,4,3,2,2,1,"The task clearly describes that CreateModel + AlterModelManagers should be optimized similarly to how CreateModel + AlterModelOptions is already handled. This provides a clear pattern to follow in the existing codebase. However, it requires deep understanding of Django's migration optimizer internals and the specific operation reduction mechanisms. The verification is straightforward with the provided test case.",django__django-15499,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:16.650611
3,4,4,3,3,3,0,"The task provides an exact solution in the hints section, showing the precise code changes needed (setting db on the model instance before calling natural_key()). However, implementing this requires deep understanding of Django's serialization internals, model state management, and how database routing works with natural keys. The fix itself is small but requires knowledge of Django's ORM internals like Model._state.db and Model.from_db().",django__django-15525,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:17.340324
2,4,4,3,3,2,0,"The problem is well-documented with clear reproduction steps and the hints point to the specific location (set_cmap function and rc parameters) where the fix is needed. However, solving this requires deep understanding of matplotlib's colormap registry system, the distinction between registered names and colormap object names, and how rcParams interact with colormaps. The fix involves understanding internal colormap lookup mechanisms and ensuring consistent name handling.",matplotlib__matplotlib-25479,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:58.491683
2,4,4,4,3,2,0,"The problem is well-documented with clear examples showing inherited attributes not being documented. The hint mentions that 'comment based docstring is strongly coupled with its class' and that autodoc uses (namespace, attrname) as search-key without checking baseclass-namespace, pointing to the general solution area. However, fixing this requires deep understanding of Sphinx autodoc internals, particularly how `find_attr_doc` works and how docstrings are cached and resolved across class hierarchies.",sphinx-doc__sphinx-8548,claude-opus-4-5-20251101,anthropic,2026-01-29T21:59:01.906674
3,5,4,3,3,2,0,"The hints section provides a detailed solution approach including specific code snippets showing how to modify Window class to handle SQLiteNumericMixin properly with DecimalField. This requires deep knowledge of Django's expression system and SQL compilation internals. While the solution is clearly outlined, implementing it correctly requires understanding Django's ORM expression machinery and the specific interaction between Window functions and type casting on SQLite.",django__django-13449,claude-opus-4-5-20251101,anthropic,2026-01-29T21:56:39.948231
2,4,3,3,2,2,1,"The problem clearly describes the regression: empty strings in TEMPLATES DIRS get normalized to project root via pathlib.Path, causing autoreload to always trigger. The solution hint is present in the description (filter out empty strings), and the fix location is identified (django/template/autoreload.py). This requires Django template system knowledge but follows a standard filtering pattern.",django__django-15572,claude-opus-4-5-20251101,anthropic,2026-01-29T21:57:20.854077
