solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,reasoning,_task_id,_model,_provider,_extracted_at
1,4,4,4,3,3,0,"This task requires deep knowledge of Python packaging, Cython compilation, and NumPy C API compatibility issues. The agent must diagnose and fix NumPy 2.x compatibility problems in Cython extensions, which involves understanding deprecated/changed NumPy APIs and modifying C-level code. While the task is clearly specified with verification steps, the actual fix requires specialized knowledge about NumPy's breaking changes and Cython build processes.",build-cython-ext,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:22.092126
1,3,4,4,3,4,1,"This task requires deep understanding of HTML parsing and XSS attack vectors - knowing all the ways JavaScript can be embedded in HTML (script tags, event handlers, javascript: URLs, data attributes, etc.). While HTML sanitization libraries exist (like bleach), properly implementing this without breaking legitimate HTML while catching all XSS vectors requires significant security domain knowledge. The requirement to preserve formatting exactly while removing 'harmful substrings' adds complexity, and verification is difficult due to the many edge cases in XSS prevention.",filter-js-from-html,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:33.124518
3,5,3,2,2,3,1,"The task provides extremely detailed step-by-step instructions including exact file paths, variable names, and content to use, essentially giving the complete solution approach. While it requires specialized knowledge of Nginx configuration syntax (log formats, rate limiting directives, server blocks), these are well-documented patterns. The main challenge is correctly implementing the specific Nginx configuration syntax for custom log formats and rate limiting zones.",nginx-request-logging,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:47.394065
2,4,5,4,4,4,1,"This task requires deep knowledge of PyTorch distributed computing, tensor parallelism patterns (Megatron-LM style), and how to properly shard weights across ranks. While the approach is described (column vs row splitting, all_gather vs all_reduce semantics), implementing it correctly requires understanding distributed tensor operations, gradient flow, and proper weight/bias initialization. The verification involves multi-process testing with various world sizes, making debugging complex.",torch-tensor-parallelism,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:02.286212
1,5,4,4,4,2,1,"This task requires creating a C/Python polyglot file, which demands deep understanding of both languages' syntax and parsing rules to craft code that is valid in both. While polyglot patterns exist online, combining them with Fibonacci logic requires careful reasoning about comment syntax and preprocessor directives. Verification is straightforward since both commands can be run with test inputs.",polyglot-c-py,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:50.334478
2,4,3,4,4,2,0,"This task requires understanding LaTeX overfull hbox warnings (specialized knowledge), parsing synonym files, and finding the right combination of word replacements to fix line-breaking issues. The constraint-based optimization aspect (finding which synonyms to swap) requires significant logical reasoning, and this specific problem pattern (fixing LaTeX layout via synonym substitution) is quite unusual. Verification is straightforward - just recompile and check for warnings.",overfull-hbox,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:48.593698
1,4,4,5,5,2,0,"This task requires deep understanding of KL divergence and probability distributions, plus sophisticated mathematical reasoning to find a distribution that satisfies both forward and backward KL constraints simultaneously at exact values. The problem is novel - finding a distribution with specific symmetric KL divergence values is not a standard pattern, requiring custom optimization or analytical derivation. The large vocabulary size (150,000) adds computational complexity, though verification is straightforward via computing the KL values.",distribution-search,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:28.681179
1,3,5,5,5,4,0,"This is a model extraction/stealing task requiring deep knowledge of neural network internals and adversarial ML techniques. The solver must devise a query strategy to recover the weight matrix A1 up to permutation and scaling, which requires understanding how ReLU networks can be probed to extract parameters. This is a specialized research-level problem in machine learning security with no standard cookbook solution.",model-extraction-relu-logits,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:44.089242
1,4,5,4,4,2,1,"This task requires deep knowledge of Coq proof assistant, including tactics like induction, rewrite, and understanding of natural number arithmetic proofs. While the commutativity proof is a standard exercise in Coq tutorials, completing an incomplete proof requires understanding the proof structure and which lemmas/tactics are needed. Verification is straightforward since coqc will either compile successfully or fail.",prove-plus-comm,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:51.901001
1,4,4,4,3,3,1,"This task requires deep knowledge of numerical linear algebra (eigenvalue algorithms like power iteration, QR iteration, etc.) and performance optimization techniques. While the problem is well-specified with clear success criteria, finding an approach faster than numpy's highly optimized LAPACK-based implementation for small matrices is challenging and requires understanding of algorithm trade-offs. The verification is moderately difficult due to timing consistency requirements and numerical accuracy checks.",largest-eigenval,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:38.951466
3,5,3,2,2,3,1,"The task provides detailed step-by-step instructions including exact package versions, file paths, service/message names, port numbers, and class names. While it requires knowledge of gRPC, Protocol Buffers, and Python, this is a well-documented pattern with plenty of tutorials available. The main complexity is understanding the gRPC workflow (proto definition → code generation → server implementation) but each step is clearly specified.",kv-store-grpc,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:38.714646
1,4,4,4,4,3,0,"This task requires implementing a specialized batching/bin-packing algorithm for LLM inference with specific constraints (max 8 shapes, alignment requirements) and strict performance thresholds. While the problem is well-specified with clear metrics, it requires deep understanding of tensor shape alignment, batch scheduling optimization, and cost modeling. The solution requires designing a custom packing strategy that significantly outperforms the baseline - there's no standard pattern for this specific combination of constraints.",llm-inference-batching-scheduler,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:41.777535
2,4,4,4,3,4,1,"This task requires deep knowledge of multiple systems: Git server setup with SSH authentication, Nginx HTTPS configuration with self-signed certificates, and Git hooks for automated deployment. The task clearly specifies requirements and test procedures, but integrating all components (SSH server, Git bare repository, post-receive hooks, Nginx with SSL, branch-based deployment) requires significant expertise. While each component has documented patterns, combining them with timing constraints (3-second deployment) adds complexity.",git-multibranch,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:37.254247
1,3,4,4,4,3,0,"This task requires deep knowledge of ML model inference (MNIST), creating binary executables, JSON weight loading, and image processing - combining multiple specialized domains. The task is unusual because it requires building a standalone binary CLI tool for ML inference rather than using standard Python/PyTorch scripts. While the output format is clear, many implementation details are left unspecified (model architecture, weight format, how to compile to binary).",pytorch-model-cli,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:53.675677
2,4,4,3,4,3,0,"This task requires specialized knowledge of the mteb package and embedding models (bge-small-zh-v1.5), including how to compute cosine similarity for text retrieval. While the task clearly specifies what needs to be done (retrieve 5th highest similarity document), implementing it requires understanding embedding APIs, cosine similarity computation, and proper sorting/ranking. The specific combination of mteb package usage with a particular model revision for a retrieval task is an unusual pattern without standard cookbook solutions.",mteb-retrieve,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:47.123112
2,4,4,3,3,3,0,"This task requires knowledge of HuggingFace datasets API, understanding how to load and filter datasets by domain, and using transformers tokenizers. The task clearly specifies the dataset, tokenizer (Qwen2.5-1.5B-Instruct), and output format, but requires understanding dataset structure from README and combining multiple specialized tools (huggingface_hub, datasets, transformers). The 'deepseek tokens' phrasing and domain filtering adds complexity that isn't a standard documented pattern.",count-dataset-tokens,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:29.423336
1,4,5,4,4,3,0,"This task requires deep expertise in MuJoCo physics simulation and MJCF model tuning to achieve 40%+ speedup without changing physics outcomes. The constraint that physical properties cannot be changed while still achieving significant speedup requires knowledge of simulation parameters like timestep, solver iterations, or numerical precision settings. While verification is somewhat automated via eval.py, finding the right combination of parameters requires specialized domain knowledge and experimentation.",tune-mjcf,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:03.665818
1,4,3,4,4,4,0,"This task requires parsing ICS calendar files, implementing complex constraint satisfaction logic with multiple overlapping time constraints (hard constraints, preferences, buffers), and generating valid ICS output. The logical reasoning is significant due to the need to find the intersection of availability windows while respecting existing meetings and applying tie-breaking rules. While ICS format is documented, combining calendar parsing with multi-person constraint scheduling in a shell environment is an unusual pattern without standard solutions.",constraints-scheduling,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:27.456725
1,3,4,4,4,4,0,"This task requires downloading a YouTube video, performing OCR/video text extraction to transcribe on-screen text from a game playthrough, then parsing that to extract only user input commands. It combines video downloading tools (yt-dlp), video frame extraction, OCR technology, and understanding of Zork's text interface format. The extraction of specific 'moves' from transcribed game text requires domain knowledge of how Zork displays user input versus game output, making verification difficult without manually watching the video.",extract-moves-from-video,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:32.870333
1,3,4,4,3,4,1,"This task requires deep understanding of Python's asyncio, including semaphores for concurrency limiting and proper signal handling for KeyboardInterrupt to allow cleanup code to run. The requirement about cleanup code running on cancellation adds complexity around task cancellation and exception handling. While asyncio patterns exist, combining concurrency limits with graceful shutdown requires careful reasoning about edge cases.",cancel-async-tasks,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:21.353263
1,3,4,4,4,3,0,"This task requires deep understanding of ELF binary format, memory layout, and how to parse compiled C binaries to extract memory values at specific addresses. The output format is specified but the exact method to extract 'memory values' from an ELF file is ambiguous - it could mean parsing sections, segments, or specific data. This requires specialized knowledge of binary formats and Node.js buffer manipulation, with no standard pattern readily available for this specific extraction task.",extract-elf,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:31.694463
2,4,4,4,4,4,0,"This task combines multiple complex domains: git bundle operations, merge conflict resolution, and algorithm inference from examples (ARC-AGI style). The algorithm inference component is particularly challenging as it requires understanding implicit patterns from examples.json and implementing a generalized solution. While git operations are documented, the combination with algorithmic puzzle-solving makes this highly atypical.",merge-diff-arc-agi-task,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:43.353889
2,4,3,3,2,2,1,"The task provides clear requirements for modernizing Python 2 to 3 code, specifying exact output format, required libraries, and file locations. It requires knowledge of Python 2 to 3 migration patterns, pandas, pathlib, and configparser, but these are well-documented. The logical reasoning involves understanding what Python 2 constructs need updating and how to properly structure the modern script, but follows standard migration patterns.",modernize-scientific-stack,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:44.472195
1,4,5,5,5,4,0,"This task requires deep expertise in molecular biology (primer design, site-directed mutagenesis, plasmid manipulation) combined with bioinformatics tools (primer3's oligotm). The solver must understand DNA sequence analysis, melting temperature calculations with specific parameters, and design optimal primers that convert one plasmid to another while respecting multiple constraints. This is a highly specialized task with no standard shell scripting pattern available.",dna-insert,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:31.559635
1,4,4,2,4,4,0,"This task requires knowledge of the MTEB (Massive Text Embedding Benchmark) leaderboard and specifically its Scandinavian subset, which is specialized ML/NLP domain knowledge. The task is clear about what's needed but requires accessing external information (the leaderboard as of August 2025) that may not be directly available via standard shell commands. Verification is difficult because the 'correct' answer depends on time-sensitive external data that cannot be easily confirmed.",mteb-leaderboard,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:44.646561
2,4,4,3,4,4,0,"This task requires deep knowledge of QEMU virtualization, VNC configuration, and nginx setup. The combination of running a legacy Windows 3.11 image with programmatic keyboard input via QEMU monitor interface is unusual. While requirements are clearly specified, configuring QEMU for automated keyboard control and ensuring the VM reaches the desktop state involves specialized knowledge that isn't commonly documented together.",install-windows-3.11,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:38.907915
2,4,5,5,4,3,0,"This task requires deep cryptographic knowledge of differential cryptanalysis techniques specific to FEAL ciphers. The task explicitly mentions differential attack and provides context about round keys being derived from 16-bit seeds, giving a clear approach direction but not exact steps. Implementing a working chosen plaintext attack requires understanding of FEAL structure, differential characteristics, and how to exploit them to recover specific round keys.",feal-differential-cryptanalysis,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:31.855616
1,3,4,4,4,4,0,"This task requires significant computer vision expertise to detect jump takeoff and landing frames from video using only cv2 and numpy. The hint that the first frame has no runner suggests background subtraction, but the actual jump detection algorithm (distinguishing takeoff vs landing from motion patterns) requires domain knowledge and creative problem-solving. Verification is difficult because frame-accurate jump detection depends on subjective interpretation of when exactly a jump begins/ends.",video-processing,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:04.562366
2,4,3,3,3,3,1,"This task requires knowledge of Python packaging (setup.py/pyproject.toml), building distributions, and running a local PyPI server (e.g., pypiserver). While the requirements are clearly specified including exact package name, version, function signature, and install command, the task combines multiple specialized steps: creating proper package structure, building wheels/sdist, and configuring a PyPI server. Standard patterns exist for each component but combining them requires some expertise.",pypi-server,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:52.787711
1,2,4,4,3,2,0,"This task requires reverse engineering or binary analysis skills to extract a secret from an executable, which demands specialized knowledge of tools like strings, objdump, gdb, or other binary analysis techniques. The task description is vague about what the program does or how to interact with it, requiring significant exploration and reasoning. However, verification is straightforward once the FLAG{...} format is found and written to the results file.",vulnerable-secret,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:03.272533
2,4,4,4,3,3,1,"This task requires deep PyTorch knowledge including understanding state dictionaries, model architecture reconstruction from weights, layer freezing, TorchScript conversion, and MSE loss computation. The logical reasoning involves inferring model architecture from weight shapes and ensuring only specific layers are tuned. While the individual components (loading weights, freezing layers, TorchScript) are well-documented patterns, combining them for model recovery is moderately unusual.",pytorch-model-recovery,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:54.257442
2,4,5,4,4,4,0,"This task requires deep knowledge of both Postfix MTA configuration and Mailman3 mailing list management, including their integration. The configuration involves multiple interconnected services (MTA, list manager, local mail delivery) with specific subscription policies and mail routing rules. While the requirements are clearly stated, implementing the complete mail flow with proper join/leave/post functionality requires specialized sysadmin expertise that goes beyond typical documentation examples.",mailman,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:42.371626
1,4,5,4,5,2,0,"This task requires creating a polyglot program valid in both Rust and C++, which is an extremely unusual and specialized challenge. It demands deep knowledge of both languages' syntax, preprocessor directives, and how to exploit their parsing differences to create code that compiles and runs correctly in both. While the Fibonacci algorithm itself is trivial and verification is straightforward, the polyglot construction technique is rare and requires creative problem-solving.",polyglot-rust-c,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:49.689524
1,3,4,3,3,2,1,"This task requires cracking a password-protected 7z archive, which implies knowledge of hash extraction tools (like 7z2john) and password cracking tools (like john or hashcat). The task name 'crack-7z-hash' hints at the approach but doesn't provide specifics. While documented patterns exist for 7z password cracking, it requires specialized security/forensics knowledge beyond typical shell usage.",crack-7z-hash,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:27.619518
1,3,5,5,5,5,0,"This task requires deep molecular biology expertise in Golden Gate cloning, BsaI enzyme recognition sites, primer design for PCR amplification, and understanding of circular plasmid assembly. The solver must analyze DNA sequences, identify correct overlaps between fragments, design primers with specific melting temperatures using primer3's oligotm tool, and ensure proper enzyme cut-site orientations. This is a highly specialized bioinformatics task that combines domain-specific knowledge with complex multi-step reasoning about sequence assembly.",dna-assembly,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:31.611473
2,4,4,3,4,3,0,"This task requires building legacy software (POV-Ray 2.2 from the 1990s) from source, which involves finding archived sources, potentially dealing with outdated build systems and compatibility issues with modern compilers. The task provides clear instructions about paths and verification method, but building such old software typically requires significant troubleshooting of deprecated code and missing dependencies. The specific version requirement and age of the software makes standard patterns unreliable.",build-pov-ray,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:22.524798
1,4,4,4,4,3,0,"This task requires deep understanding of COBOL programming language, its file handling semantics, and data format conventions to accurately translate the logic to Python. The task is clearly specified in terms of inputs/outputs but the actual logic must be reverse-engineered from the COBOL source. COBOL has unique fixed-format record structures and file handling that don't map directly to Python, making this an unusual modernization task with no standard pattern to follow.",cobol-modernization,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:26.678749
1,3,5,5,5,3,0,"This task requires debugging OCaml's garbage collector internals, specifically run-length compression of free space in the major heap - an extremely specialized domain requiring deep knowledge of GC implementation, memory management, and OCaml runtime internals. The task provides only a vague hint (the bug is in sweeping/RLE compression changes) but requires the solver to identify and fix the actual bug in complex C code. While verification is somewhat straightforward via the testsuite, finding and fixing the bug requires expert-level systems programming knowledge.",fix-ocaml-gc,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:37.058710
0,4,4,4,4,2,0,"This task requires reverse-engineering a custom decompression algorithm from C source code and then writing a compressor that produces compatible output. The solver must understand the compression format by analyzing decomp.c, then implement the inverse operation. While verification is straightforward (just run the decompressor and compare), the core task of understanding and inverting an unknown compression scheme requires significant systems knowledge and logical reasoning.",write-compressor,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:04.870599
2,4,4,4,4,4,0,"This task requires deep expertise in both R/RStan and Python/PyStan ecosystems, understanding Stan model syntax, and Bayesian inference concepts. The conversion between languages with different Stan interfaces is non-trivial and requires understanding model structure, data formats, and sampling hyperparameters. Verification is difficult because results depend on correct model translation and matching random seeds, with no ability to compare against the original R script output.",rstan-to-pystan,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:58.658166
2,4,5,5,5,5,0,"This task requires highly specialized knowledge across multiple domains: molecular biology (FRET, fusion proteins, gBlocks), bioinformatics (PDB API, fpbase API, FASTA parsing, GenBank files), and chemistry (SMILES notation for molecule identification). The solver must integrate data from multiple sources, identify correct proteins matching specific spectral properties (505nm excitation, 610nm emission), design DNA sequences with GC content constraints, and properly order components. The task combines rare bioinformatics APIs with complex biological design requirements that have no standard shell scripting pattern.",protein-assembly,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:53.313305
0,4,5,5,5,3,0,"This task requires reverse-engineering a programmatically rendered image to recreate it algorithmically in C with a <2KB compressed size constraint. This demands expert knowledge of path tracing/ray tracing algorithms, graphics rendering, and the ability to deduce the exact mathematical formulas and scene parameters used to generate the original image. The combination of reverse engineering an unknown rendering algorithm while meeting strict size and similarity constraints makes this extremely difficult.",path-tracing,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:49.431681
2,4,4,4,4,2,0,"This task requires deep Vim expertise including macro recording, register manipulation, and headless execution - specialized knowledge not commonly needed. The logical complexity lies in designing efficient macros under a 200 keystroke constraint while transforming 1M rows without seeing the actual transformation needed. The task format is unusual (headless Vim with strict command restrictions) and lacks standard patterns for this specific constrained macro approach.",large-scale-text-editing,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:39.307567
