solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,instance_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
3,5,3,2,1,1,1,4,3,5,1,1,4,1,2,3,2,2,1,2,django__django-11603,5,5,2,2,2,4,3,4
3,5,4,4,4,3,0,5,5,5,2,1,5,1,3,2,2,2,2,3,django__django-11551,4,5,3,2,1,4,3,4
2,5,4,4,3,3,1,5,5,5,2,2,5,1,3,4,3,3,3,4,django__django-16502,4,5,2,2,2,4,3,4
1,4,4,4,4,3,0,4,5,5,4,2,4,0,3,4,3,4,3,4,sympy__sympy-21596,4,4,3,2,1,4,3,3
1,5,4,3,3,2,1,4,5,4,3,2,5,1,2,3,2,2,2,3,sphinx-doc__sphinx-10449,4,5,3,2,2,4,3,3
2,4,2,2,2,2,1,4,3,4,2,2,4,1,2,3,2,2,2,2,django__django-15103,4,5,2,2,1,4,2,4
2,4,2,3,2,2,1,4,5,5,2,1,5,1,3,2,1,2,2,2,sympy__sympy-11618,4,5,2,2,1,3,2,3
2,4,4,3,3,2,1,5,4,4,3,2,5,1,2,3,2,3,2,3,django__django-15695,4,4,3,3,2,4,4,5
3,5,3,2,2,2,1,4,3,5,1,1,4,1,2,2,1,2,2,3,django__django-13741,4,5,2,2,1,4,3,4
1,4,4,3,3,2,1,5,4,4,3,1,5,1,2,2,3,2,1,3,django__django-15380,4,5,3,2,1,4,4,4
3,5,2,2,2,2,1,4,3,4,2,2,4,1,2,4,3,4,2,3,django__django-14315,4,5,2,2,1,4,3,4
3,5,3,2,2,2,1,4,3,5,1,1,4,1,2,3,2,3,1,2,django__django-11951,4,5,2,2,2,4,3,4
1,4,4,4,4,4,0,4,4,4,4,2,5,1,3,4,2,4,3,4,django__django-13346,4,4,3,3,2,4,4,4
2,5,4,2,3,2,1,5,5,4,2,1,5,1,2,2,2,3,2,2,scikit-learn__scikit-learn-14894,4,5,2,3,3,4,4,3
2,4,3,2,2,2,1,3,3,5,2,2,4,1,2,3,4,2,2,2,django__django-13809,4,5,2,2,1,4,3,4
2,5,3,2,2,2,1,4,5,4,2,1,5,1,3,2,2,2,1,2,sympy__sympy-16450,4,5,2,2,1,4,2,3
3,5,3,2,2,1,1,4,4,5,1,1,4,1,3,2,1,2,1,2,django__django-14765,5,5,3,2,1,4,3,4
3,4,4,3,3,2,1,4,5,4,2,2,5,1,3,4,2,3,2,3,matplotlib__matplotlib-21568,4,4,3,4,3,4,4,4
1,5,3,3,3,2,1,4,5,4,3,1,5,1,2,2,2,2,2,2,sphinx-doc__sphinx-7757,4,4,2,2,2,4,3,3
1,4,4,3,4,2,0,5,5,4,4,2,5,1,2,3,3,2,1,3,django__django-15973,4,4,4,2,2,5,2,5
2,5,2,3,2,2,1,5,5,4,2,1,5,1,2,3,2,3,1,2,sphinx-doc__sphinx-8621,4,5,2,2,1,4,3,3
1,4,4,2,3,2,1,4,5,4,2,1,5,1,2,2,1,2,1,2,matplotlib__matplotlib-13989,4,5,3,2,2,4,4,4
2,5,3,2,2,1,1,4,5,4,2,1,5,1,1,2,2,1,1,2,sphinx-doc__sphinx-9698,5,5,2,2,2,4,3,3
3,5,4,2,2,2,1,4,5,4,2,1,4,1,3,2,1,1,2,3,sympy__sympy-12096,5,5,2,2,1,4,2,3
3,5,4,3,4,2,0,5,5,4,4,2,5,1,2,3,2,3,2,3,django__django-15375,4,4,4,2,2,4,3,5
1,4,4,3,4,2,1,4,5,4,4,2,5,1,3,2,2,2,3,3,pydata__xarray-6938,4,5,3,2,1,4,3,2
2,4,4,4,4,4,0,4,5,4,4,4,4,1,4,4,3,4,4,5,sympy__sympy-16597,4,5,3,2,1,3,2,4
2,5,3,2,3,2,1,5,5,4,2,2,5,1,2,4,2,4,1,2,astropy__astropy-7336,5,5,2,2,2,4,3,4
2,4,4,3,3,2,1,4,3,4,4,2,4,1,3,2,2,2,2,4,django__django-14122,4,4,4,2,2,5,3,4
2,4,4,3,3,3,1,4,3,5,2,2,4,1,2,3,4,3,1,3,django__django-7530,4,5,2,2,2,4,3,4
3,5,4,4,4,4,0,5,5,4,4,2,5,0,3,2,2,2,4,4,django__django-11265,4,5,4,2,2,4,3,4
3,5,4,2,2,2,1,4,4,5,1,1,4,1,2,2,2,1,1,2,psf__requests-1766,5,5,2,2,1,3,2,2
3,5,3,2,2,2,1,4,5,4,1,1,5,1,2,3,2,2,2,2,matplotlib__matplotlib-25287,4,5,2,2,2,4,4,4
2,5,4,3,3,2,1,5,5,4,2,1,5,1,2,2,2,2,2,3,pydata__xarray-3151,4,5,3,2,1,4,3,2
2,4,4,4,3,3,1,4,3,4,2,2,4,1,3,3,3,2,3,4,django__django-16631,4,4,3,2,1,4,3,4
1,3,5,4,4,4,0,4,5,5,3,2,4,1,4,4,2,4,4,4,sympy__sympy-18199,4,5,2,2,2,3,2,4
3,5,3,2,3,2,1,5,5,4,1,1,5,1,2,2,2,2,1,2,pydata__xarray-4695,4,5,3,2,1,4,3,2
3,5,3,2,3,2,1,5,4,4,2,1,5,1,2,3,4,3,2,3,pytest-dev__pytest-5631,5,5,2,2,1,4,3,2
1,5,3,2,2,2,1,4,4,5,2,1,5,1,2,3,4,2,1,3,sphinx-doc__sphinx-9230,4,4,3,2,2,4,4,3
3,5,3,2,2,2,1,5,5,4,1,1,5,1,2,4,2,4,1,2,django__django-16667,4,5,2,2,1,4,3,4
3,5,2,1,1,1,1,4,4,5,1,1,4,1,2,2,2,1,1,2,django__django-14089,5,5,1,2,1,4,4,4
2,4,4,4,4,3,0,5,5,4,4,2,5,0,3,4,3,4,3,4,django__django-15732,4,4,3,3,2,4,3,5
2,4,5,4,4,3,0,5,5,5,3,2,5,0,3,4,3,4,3,3,sympy__sympy-13852,4,5,2,2,1,3,2,4
1,4,4,3,3,2,1,5,5,5,2,1,5,1,2,4,2,4,1,3,django__django-12262,4,5,3,2,1,4,3,4
3,5,2,2,2,2,1,4,4,5,2,1,4,1,2,4,2,4,1,2,django__django-13023,5,5,2,2,1,4,3,4
3,5,3,2,2,2,1,4,4,5,1,1,4,1,2,2,2,1,1,2,django__django-16333,4,5,2,2,2,5,3,4
1,5,4,3,4,2,1,4,5,5,3,2,5,1,3,3,2,3,1,3,sympy__sympy-13757,4,5,3,2,2,3,2,4
2,5,3,3,2,2,1,4,5,5,2,2,5,1,3,4,3,4,2,3,pylint-dev__pylint-6528,4,4,2,2,2,4,3,4
2,4,4,4,4,3,0,4,5,4,4,3,5,1,3,4,3,3,4,4,sphinx-doc__sphinx-9461,4,4,3,2,1,4,3,4
2,4,4,4,3,3,1,3,3,4,3,2,4,1,3,4,3,4,2,3,django__django-14725,4,4,3,2,2,5,3,4
3,5,4,3,3,2,1,4,5,4,3,2,5,1,2,4,2,4,2,3,sphinx-doc__sphinx-11445,4,4,3,2,2,4,3,4
2,5,3,3,4,2,1,5,5,4,3,1,5,1,3,2,2,2,2,3,astropy__astropy-14096,4,5,3,2,2,4,4,4
3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,4,2,4,1,3,astropy__astropy-14995,4,5,2,3,2,4,4,3
2,5,4,2,2,2,1,4,4,5,2,2,5,1,2,2,2,1,2,3,django__django-15499,4,5,2,2,2,4,3,4
3,4,4,3,4,3,0,5,5,4,3,2,5,1,2,3,4,2,2,4,django__django-15525,4,4,3,2,1,4,3,4
2,5,4,3,4,3,0,5,5,4,3,2,5,1,3,3,2,3,3,4,matplotlib__matplotlib-25479,4,5,3,3,2,4,4,4
2,4,4,3,3,2,0,4,4,5,4,2,5,1,3,3,2,2,3,4,sphinx-doc__sphinx-8548,4,4,3,2,2,4,4,3
3,5,4,3,4,2,0,5,5,4,3,2,5,1,3,3,2,2,3,4,django__django-13449,4,4,3,2,2,4,3,5
3,5,3,2,2,2,1,4,4,4,2,1,5,1,2,2,1,2,1,2,django__django-15572,5,5,2,2,1,4,3,4
2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,4,2,2,2,django__django-16145,4,5,2,2,1,4,3,4
3,5,4,2,3,2,1,5,5,5,2,1,5,1,3,4,2,4,2,3,django__django-11815,5,4,2,2,1,4,3,4
1,4,4,3,4,2,0,5,5,4,4,2,5,1,3,3,2,3,2,4,sympy__sympy-17630,4,5,2,2,1,3,2,3
2,4,4,3,3,3,1,4,5,4,3,2,5,1,4,3,2,2,3,4,pytest-dev__pytest-10356,4,5,3,2,1,5,3,3
2,5,3,2,2,2,1,4,3,4,2,1,4,1,2,2,2,2,1,3,django__django-10880,4,5,2,2,2,4,3,5
3,5,4,3,3,2,1,4,3,5,2,2,4,1,3,3,2,3,2,3,django__django-11141,4,4,2,2,2,4,3,4
3,4,4,3,3,2,1,5,5,4,3,2,5,1,3,3,2,3,2,3,matplotlib__matplotlib-24970,5,5,3,2,2,4,4,4
2,4,3,3,2,2,1,4,5,5,2,2,4,1,3,2,1,2,2,2,sympy__sympy-13798,4,5,2,2,1,4,3,4
2,4,3,2,2,2,1,4,5,4,1,2,5,1,3,3,2,3,2,3,scikit-learn__scikit-learn-26194,4,5,2,3,2,4,4,3
3,5,3,2,2,2,1,4,5,4,2,1,5,1,4,4,3,3,1,2,matplotlib__matplotlib-24570,4,5,2,3,2,4,4,4
2,5,4,4,3,3,1,5,5,5,4,3,5,1,3,2,3,2,3,4,sphinx-doc__sphinx-10673,4,5,3,2,2,4,3,3
3,5,3,2,2,2,1,4,5,5,2,2,5,1,2,3,2,2,2,2,django__django-14752,4,5,2,2,1,4,3,4
3,4,4,3,4,3,0,4,5,4,4,2,5,0,3,2,3,3,1,3,matplotlib__matplotlib-24177,4,5,3,4,4,4,4,5
2,4,4,2,2,2,1,4,3,4,2,1,4,1,2,3,2,3,1,2,django__django-16082,4,5,2,2,1,4,3,4
2,4,4,3,4,2,1,4,4,5,2,1,4,0,3,2,1,1,2,3,sympy__sympy-22456,4,5,2,2,1,3,2,3
2,4,2,2,2,2,1,4,4,5,2,1,4,1,2,2,3,1,1,2,django__django-13516,4,5,3,2,1,4,3,5
1,5,4,3,3,2,1,4,5,4,3,2,5,1,2,3,2,3,2,3,matplotlib__matplotlib-22871,4,4,2,3,2,4,4,5
2,4,4,3,4,2,0,5,5,4,3,2,5,1,3,2,1,2,2,3,matplotlib__matplotlib-23299,4,4,4,3,3,4,4,5
1,4,4,3,4,3,1,4,5,5,4,2,5,1,3,3,2,2,3,4,django__django-14007,4,5,3,2,1,4,4,4
1,4,3,2,2,2,1,5,5,4,2,1,5,1,2,2,1,2,1,2,django__django-16485,4,5,2,2,2,4,3,5
3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,1,2,2,3,matplotlib__matplotlib-22719,4,5,3,3,3,4,4,4
3,5,4,3,3,2,1,4,4,5,2,2,5,1,3,4,3,3,3,4,django__django-16256,4,4,2,2,2,4,3,4
3,5,4,4,4,5,1,5,4,4,4,3,5,1,3,4,4,3,3,4,django__django-14011,4,4,3,2,2,4,3,4
3,5,3,2,3,2,1,5,5,5,2,1,5,1,3,2,2,2,1,2,django__django-15315,4,5,3,2,1,4,3,4
1,5,4,4,4,3,0,5,5,4,3,2,5,1,3,3,2,3,3,4,pytest-dev__pytest-6197,4,4,3,2,2,5,3,2
3,5,4,2,3,2,1,4,5,5,2,2,5,1,2,3,2,3,2,3,django__django-16493,5,5,2,2,1,4,3,4
2,4,3,2,3,2,1,5,5,4,2,1,5,1,2,2,2,2,1,2,django__django-14787,4,5,2,2,1,4,3,5
2,4,4,3,3,2,1,4,3,4,3,2,4,1,3,4,2,3,2,3,django__django-13279,4,4,3,2,1,4,3,5
3,5,3,2,2,2,1,4,3,5,1,2,4,1,2,2,2,1,2,3,django__django-12741,4,5,2,2,2,4,3,4
2,4,3,2,2,2,1,4,3,4,2,1,4,1,2,3,2,3,1,2,django__django-15987,4,5,2,2,2,4,3,4
3,5,2,1,2,1,1,5,5,4,1,1,5,1,1,2,1,2,1,2,sympy__sympy-13480,5,5,1,2,1,3,2,4
3,5,2,2,2,2,1,4,4,4,2,1,4,1,2,3,2,2,2,2,astropy__astropy-7166,4,5,2,3,2,4,4,4
1,5,4,3,3,2,1,5,5,5,2,2,5,1,2,3,2,3,1,3,sympy__sympy-17139,5,5,2,2,1,4,2,3
3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,3,2,2,1,2,django__django-15467,5,5,2,2,1,4,3,4
2,4,4,3,3,2,1,4,5,4,2,2,4,1,2,2,2,2,2,3,django__django-15037,4,4,2,2,2,4,3,4
1,5,3,3,2,2,1,4,5,4,2,2,5,1,3,4,3,3,2,3,sphinx-doc__sphinx-7985,4,5,2,2,2,4,3,3
3,5,4,3,4,2,0,4,5,4,2,1,5,1,2,2,2,2,2,3,astropy__astropy-13579,4,5,3,3,2,4,4,4
3,4,3,3,4,2,1,5,5,4,3,2,5,1,2,3,1,3,2,2,pytest-dev__pytest-7324,4,5,2,2,1,4,3,3
3,5,3,4,3,3,1,4,5,5,2,4,5,1,4,4,3,4,3,4,sympy__sympy-13091,4,5,3,2,1,4,2,3
3,5,3,2,2,2,1,4,4,5,2,2,5,1,2,2,2,1,1,2,scikit-learn__scikit-learn-13496,4,5,2,3,2,4,4,4
1,5,4,3,3,2,1,5,5,4,2,1,5,1,2,2,2,2,1,2,pydata__xarray-4094,4,5,2,2,1,4,3,2
2,5,3,2,2,2,1,4,4,5,2,1,4,1,2,4,2,3,1,2,django__django-16877,4,4,2,2,1,4,3,4
1,4,4,3,4,3,1,5,5,4,3,2,5,1,2,3,3,2,2,3,matplotlib__matplotlib-25311,4,4,3,3,3,5,4,4
2,5,3,2,2,2,1,4,5,5,2,2,5,1,2,2,2,1,2,2,scikit-learn__scikit-learn-25232,4,5,2,3,2,4,4,3
1,5,4,3,4,3,0,5,5,4,4,2,5,1,3,4,3,4,2,4,pytest-dev__pytest-7236,4,5,2,2,2,5,3,3
2,5,3,2,2,2,1,4,5,5,2,2,4,1,3,2,2,2,2,3,pydata__xarray-3993,4,5,2,2,1,4,3,2
3,4,4,4,4,3,0,5,5,5,4,2,5,0,3,3,2,2,4,4,django__django-15563,4,4,4,2,2,4,2,5
2,4,4,4,4,3,0,4,5,5,3,2,4,1,3,2,2,2,3,3,sympy__sympy-13615,4,5,2,2,1,3,2,3
2,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,2,4,2,3,pydata__xarray-6744,4,5,2,2,1,4,3,2
2,5,3,2,3,2,1,4,5,4,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-7454,4,5,3,2,2,4,4,3
1,5,3,2,2,2,1,4,5,4,2,2,5,1,2,2,2,1,1,2,matplotlib__matplotlib-23314,4,5,2,3,3,4,4,4
3,5,3,2,4,2,1,5,5,4,2,1,5,1,2,2,1,2,1,2,scikit-learn__scikit-learn-12585,5,5,3,2,2,4,3,4
3,5,2,2,2,2,1,5,5,4,2,1,5,1,2,3,4,3,1,2,pylint-dev__pylint-6903,4,5,2,2,1,4,3,4
3,4,4,4,4,4,0,4,5,4,4,2,5,0,3,4,3,3,2,4,django__django-12273,4,4,4,2,2,5,3,5
2,5,3,2,2,2,1,4,5,5,2,1,4,1,3,2,1,2,1,2,sympy__sympy-12481,4,5,2,2,1,3,2,3
3,4,2,3,3,3,1,4,5,4,2,1,5,1,3,4,2,4,2,2,django__django-10999,5,5,2,2,1,4,3,4
3,5,4,3,4,2,1,5,5,4,4,2,5,1,2,2,2,2,1,3,matplotlib__matplotlib-26291,4,5,2,3,3,4,4,4
3,5,4,2,2,2,1,5,5,4,2,1,5,1,2,4,2,4,1,2,django__django-15277,5,5,3,2,1,4,3,4
3,5,4,3,4,2,0,5,5,4,2,1,5,1,3,2,2,1,2,3,sympy__sympy-13551,4,4,3,2,2,3,2,4
3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,2,1,1,1,2,sympy__sympy-22914,5,5,2,2,1,3,3,4
3,5,4,2,3,2,1,5,5,5,2,1,5,1,2,2,1,2,1,2,django__django-13012,5,5,2,3,2,4,4,5
1,4,4,3,4,2,0,4,5,5,3,2,5,1,2,2,2,2,2,4,django__django-11490,4,5,4,2,2,4,3,4
3,5,3,2,2,2,1,5,4,4,2,2,5,1,2,3,2,3,2,3,sphinx-doc__sphinx-7462,5,5,2,2,1,4,4,3
3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,2,1,2,django__django-16569,5,5,2,2,1,4,4,4
3,5,3,2,3,2,1,4,4,5,1,1,5,1,2,3,2,2,1,2,django__django-16139,4,5,2,2,1,4,3,4
3,4,4,4,4,3,1,5,5,4,4,2,5,0,2,2,2,2,2,3,sympy__sympy-21379,4,4,3,2,1,4,2,4
3,5,4,3,4,2,1,5,5,5,2,2,5,1,3,3,2,2,2,3,sympy__sympy-12419,4,4,2,2,1,3,2,3
3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,2,2,1,2,django__django-14915,4,5,3,2,1,4,3,4
2,5,4,3,2,2,1,4,4,4,2,2,5,1,2,3,2,2,2,3,sphinx-doc__sphinx-8056,4,4,3,2,2,4,3,3
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,3,2,3,2,3,sympy__sympy-17318,4,5,2,2,1,4,2,3
3,5,2,3,3,3,1,4,5,4,2,1,5,1,3,4,2,4,2,3,pylint-dev__pylint-7277,4,5,2,2,1,4,3,4
1,5,4,3,3,2,1,5,5,4,2,1,5,1,3,2,2,2,1,3,sympy__sympy-24213,4,5,2,2,2,4,2,4
2,4,4,4,3,3,0,4,5,4,4,2,5,0,3,2,3,2,3,4,matplotlib__matplotlib-25960,4,5,3,4,3,4,4,5
3,5,4,3,3,2,1,5,4,4,2,2,5,1,2,2,3,2,2,3,django__django-11740,4,4,3,2,1,5,3,4
1,4,4,3,3,2,1,4,5,4,2,1,4,1,3,2,1,2,2,3,sympy__sympy-20801,4,4,3,2,1,4,3,3
3,5,3,2,2,2,1,5,5,4,1,1,5,1,1,2,2,3,1,2,django__django-14493,5,5,2,2,1,4,3,4
1,4,3,3,3,2,1,4,5,5,3,1,5,1,2,2,1,2,2,2,django__django-14539,4,5,3,2,2,4,3,4
3,5,4,2,3,2,0,4,4,5,2,2,5,0,3,4,3,3,2,3,astropy__astropy-13236,4,5,3,3,3,4,4,4
1,5,4,3,3,2,1,5,5,5,3,2,5,1,2,4,3,3,2,3,pytest-dev__pytest-10081,4,4,2,2,2,5,2,3
1,4,4,3,4,3,0,5,5,4,4,2,5,0,3,3,3,2,2,4,django__django-17084,4,4,4,3,2,4,4,4
3,5,4,2,4,2,1,5,5,4,2,2,5,1,2,3,2,2,1,3,django__django-13028,4,4,3,2,2,4,3,4
1,4,3,2,2,2,1,5,5,3,2,1,4,1,2,2,1,2,1,2,pydata__xarray-6461,4,5,2,2,1,4,3,2
1,4,4,3,3,3,1,5,4,4,3,2,5,1,2,3,3,4,2,3,matplotlib__matplotlib-20488,4,5,3,3,2,4,4,4
3,5,3,2,2,2,1,5,5,5,1,2,5,1,2,4,3,3,1,2,pytest-dev__pytest-8399,4,5,2,2,1,4,3,3
3,5,4,3,3,2,0,4,5,4,3,2,5,1,3,2,3,2,2,4,matplotlib__matplotlib-20826,4,5,4,3,3,5,4,4
3,5,2,2,2,1,1,5,5,5,1,1,5,1,2,2,1,1,1,2,django__django-15851,5,5,2,2,1,4,3,4
1,4,4,3,3,2,1,4,5,4,3,2,4,1,3,3,2,2,2,3,sympy__sympy-19783,4,4,2,2,1,3,2,4
3,4,4,3,4,3,1,5,4,4,4,2,5,1,3,4,3,4,3,4,pytest-dev__pytest-5840,4,5,3,2,1,4,3,2
2,5,4,3,2,2,1,4,4,5,2,2,5,1,3,4,1,4,2,3,django__django-10097,4,5,2,2,2,4,3,4
1,4,4,3,3,2,1,5,5,4,3,2,5,1,2,2,1,2,1,2,sympy__sympy-22714,4,4,3,2,1,4,3,3
2,5,3,2,2,2,1,4,4,5,1,1,5,1,2,4,4,3,1,2,django__django-11239,4,5,2,2,1,4,3,4
2,4,4,4,4,3,0,5,5,5,3,2,5,1,3,4,2,4,3,4,django__django-15503,4,4,3,2,2,4,3,4
2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,2,3,3,sympy__sympy-24443,4,5,2,2,2,4,2,4
3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,2,1,1,2,django__django-15368,5,5,3,3,2,4,4,4
2,4,4,3,4,2,0,5,5,5,2,2,5,1,2,2,2,2,1,3,matplotlib__matplotlib-23476,4,4,3,4,4,4,4,4
3,5,4,2,4,2,1,5,5,4,2,1,5,1,1,2,3,2,1,3,django__django-15104,5,5,3,2,2,5,3,5
1,4,4,4,4,3,0,4,5,4,4,2,5,0,3,3,2,2,4,4,django__django-15554,4,4,4,2,2,5,3,4
3,4,3,3,2,2,1,5,4,5,2,3,5,1,3,4,2,3,2,3,django__django-13195,4,4,2,2,1,4,3,4
2,4,4,2,2,2,1,4,5,4,2,1,5,1,3,3,2,2,1,2,sympy__sympy-15349,4,5,2,2,1,3,2,3
3,5,4,3,4,2,1,5,5,4,2,1,5,1,3,3,2,2,1,3,scikit-learn__scikit-learn-25747,4,5,3,2,2,4,4,4
3,5,4,3,2,2,1,4,3,4,2,1,4,1,2,2,2,2,2,3,django__django-16801,4,5,2,2,2,4,3,5
3,5,4,2,3,2,1,5,5,4,2,1,5,1,1,2,2,2,1,2,django__django-14580,4,5,3,2,1,5,3,4
2,5,2,2,2,2,1,4,4,5,2,1,4,1,3,4,2,3,2,2,sympy__sympy-20154,4,5,2,2,1,3,2,4
1,4,4,3,4,3,0,5,5,5,4,2,5,1,3,4,4,4,4,4,pytest-dev__pytest-5787,4,4,2,2,1,4,3,2
2,4,3,3,2,3,1,4,4,5,2,3,5,1,3,4,3,4,3,4,django__django-13212,4,4,2,2,1,4,3,4
3,4,2,2,2,2,1,4,3,4,2,2,4,1,4,2,2,2,2,3,pylint-dev__pylint-4661,4,5,2,2,1,4,3,3
3,5,4,2,3,2,1,4,5,4,2,1,5,1,2,2,2,1,2,3,sphinx-doc__sphinx-10435,4,5,2,2,2,4,3,3
3,5,3,2,3,2,1,5,5,4,2,2,5,1,3,2,2,2,1,3,sympy__sympy-20590,4,5,3,2,1,4,2,4
3,5,4,3,3,2,1,5,5,5,2,2,5,1,2,3,2,2,2,3,django__django-16315,4,5,2,3,2,4,3,5
3,4,3,2,2,2,1,4,4,4,1,1,5,1,2,2,2,2,1,2,psf__requests-2317,4,5,2,1,1,4,2,2
3,5,4,2,3,2,1,5,5,4,2,1,5,1,3,4,2,4,1,3,django__django-14017,4,5,2,2,2,4,3,4
3,5,3,2,2,2,1,4,4,5,2,2,4,1,3,4,3,4,2,3,django__django-13551,4,5,2,2,2,4,3,5
1,4,4,3,4,2,0,5,5,4,4,2,5,0,2,3,2,2,1,3,matplotlib__matplotlib-26208,4,4,3,4,3,4,4,4
2,5,2,2,1,2,1,4,5,4,2,1,5,1,2,4,2,4,2,2,sympy__sympy-19346,5,5,2,2,1,4,2,3
3,4,4,4,4,4,0,5,5,4,4,2,5,0,3,3,3,3,3,4,django__django-15128,4,4,4,2,2,4,3,5
1,4,4,4,4,3,0,5,5,4,4,3,5,1,3,3,2,2,4,4,django__django-13121,4,4,3,2,1,4,3,4
3,5,3,3,2,2,1,5,2,4,2,2,4,1,2,3,2,3,2,2,scikit-learn__scikit-learn-10844,5,5,2,2,2,4,3,3
2,5,2,1,1,1,1,4,3,5,1,1,4,1,4,2,1,1,1,2,django__django-12419,4,5,2,2,1,4,3,4
3,5,3,2,2,2,1,4,4,5,1,1,5,1,2,2,4,2,1,2,django__django-13658,5,5,2,2,1,4,4,4
2,4,2,2,2,2,1,5,4,4,2,2,5,1,3,4,2,4,2,2,django__django-14349,4,5,3,2,1,4,3,4
3,5,3,2,3,2,1,5,4,5,2,1,5,1,2,3,2,2,2,3,sphinx-doc__sphinx-7910,4,5,2,2,2,4,4,3
3,5,4,3,3,3,1,4,3,5,2,2,4,1,3,4,4,4,2,2,django__django-11848,4,5,2,2,1,4,3,4
3,5,4,3,4,3,0,5,5,5,4,2,5,1,3,3,2,2,2,4,django__django-13033,4,4,4,2,2,5,2,5
2,5,3,2,2,2,1,4,5,5,2,2,4,1,2,2,1,1,2,2,sympy__sympy-15345,4,5,2,2,1,3,2,3
2,4,4,4,4,3,0,4,5,5,4,2,5,0,3,3,3,3,3,4,django__django-16661,4,5,3,2,1,4,3,4
1,4,4,3,3,2,1,5,4,5,3,2,4,1,2,2,1,2,2,3,django__django-12858,4,5,3,2,2,4,3,5
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,2,2,2,2,3,scikit-learn__scikit-learn-25931,4,5,2,3,2,4,4,4
2,4,4,3,3,2,1,4,3,5,3,2,4,0,3,3,2,2,2,3,mwaskom__seaborn-3069,4,4,3,2,1,4,3,2
2,5,3,2,2,2,1,4,5,5,2,2,5,1,2,2,2,2,2,2,scikit-learn__scikit-learn-11310,4,5,2,3,2,4,3,3
3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,3,2,2,1,2,sympy__sympy-18189,4,5,2,2,1,4,2,4
3,5,4,3,4,2,0,5,5,4,4,2,5,0,3,2,2,2,2,4,django__django-12663,4,4,4,2,2,5,3,4
