solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,reasoning,_task_id,_model,_provider,_extracted_at
1,4,4,5,4,2,0,"This task requires deep knowledge of KL divergence and probability distributions, plus sophisticated mathematical reasoning to find a distribution that simultaneously satisfies both forward and backward KL divergence constraints to high precision. The constraint that both KL(P||U) and KL(U||P) equal exactly 10.0 with vocabulary size 150,000 requires deriving a specific parametric form (likely a distribution with specific concentration properties). While verification is straightforward (just compute the KL values), finding the solution requires novel mathematical analysis as this isn't a standard optimization pattern.",distribution-search,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:27.463228
1,3,5,5,5,4,0,"This task requires deep knowledge of neural network model extraction attacks, specifically understanding how to reverse-engineer ReLU network weights through carefully crafted queries. The problem involves understanding linear algebra, piecewise linear functions, and adversarial ML techniques. While the task describes the network architecture, extracting A1 up to permutation and scaling requires sophisticated reasoning about how ReLU activations create hyperplanes that can be probed.",model-extraction-relu-logits,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:41.823977
1,4,5,4,4,2,1,"This task requires deep knowledge of Coq proof assistant and formal theorem proving, which is highly specialized. While proving commutativity of addition is a standard exercise in Coq tutorials, it requires understanding induction tactics, lemmas about successor and addition, and proof strategies. The verification is straightforward (coqc will either compile or fail), but the domain expertise needed is substantial.",prove-plus-comm,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:51.826244
1,4,4,4,3,3,1,"This task requires deep knowledge of numerical linear algebra (eigenvalue algorithms like power iteration, QR algorithm) and performance optimization techniques. The constraint to beat numpy's highly optimized implementation while handling complex eigenvalues for non-symmetric matrices adds significant complexity. While the power method is a well-known approach, optimizing it to beat numpy consistently requires careful implementation and potentially using lower-level languages or specialized libraries.",largest-eigenval,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:36.856140
3,5,3,2,2,3,1,"The task provides extremely detailed step-by-step instructions including exact package versions, file paths, port numbers, class names, and message/RPC specifications. This is a standard gRPC tutorial pattern with well-documented examples available. The main challenge is familiarity with gRPC/protobuf tooling and Python implementation, but the explicit instructions significantly reduce difficulty.",kv-store-grpc,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:37.101523
1,4,4,4,4,3,0,"This task requires implementing a specialized LLM inference batching scheduler with shape-aware optimization. It demands understanding of tensor operations, batch scheduling algorithms, and performance optimization under multiple constraints (max shapes, padding efficiency, latency targets). While the problem is well-specified with clear metrics and constraints, the actual algorithm design requires significant domain knowledge about inference systems and creative optimization to meet the aggressive performance thresholds that are 10-100x better than the baseline.",llm-inference-batching-scheduler,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:41.591673
2,5,4,4,3,4,1,"This task requires deep knowledge across multiple domains: Git server configuration, SSH authentication setup, Nginx configuration with HTTPS/SSL, and Git hooks. While each component follows standard patterns individually, combining them with proper timing constraints (3-second deployment) and dual-branch deployment adds significant complexity. The task is crystal clear about requirements and testing methodology, but executing it requires coordinating multiple services and configurations correctly.",git-multibranch,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:36.643299
1,3,4,4,4,3,0,"This task requires building a binary executable CLI tool for MNIST inference, which involves deep knowledge of neural network architectures, weight serialization formats, image processing, and C/C++ programming to create a standalone binary. The task is atypical because it requires implementing ML inference from scratch without standard frameworks, converting PyTorch-style weights to a custom format, and compiling to a native executable. The lack of specification about the model architecture, image preprocessing requirements, and weight format adds significant complexity.",pytorch-model-cli,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:52.391225
2,4,4,3,4,3,0,"This task requires specialized knowledge of the MTEB package, embedding models (specifically bge-small-zh-v1.5), and cosine similarity calculations. While the task clearly specifies what needs to be done (retrieve 5th highest similarity document), implementing this requires understanding how to use MTEB for document retrieval, load specific model revisions, and compute/rank similarities. This is not a standard shell pattern but rather a data science/NLP task executed via command line.",mteb-retrieve,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:49.153613
2,4,4,3,3,3,1,"This task requires specialized knowledge of HuggingFace datasets API, tokenizers library, and understanding how to filter datasets by domain. The task clearly specifies the dataset, tokenizer, and output format, but requires understanding HuggingFace ecosystem conventions. The multi-step process of loading a dataset, filtering by domain, applying tokenization, and counting tokens requires moderate logical reasoning and familiarity with ML data processing workflows.",count-dataset-tokens,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:26.243816
1,4,5,4,4,3,0,"This task requires deep specialized knowledge of MuJoCo physics simulation and MJCF file format to understand which parameters affect simulation performance without changing physics outcomes. The constraint of achieving 60% speedup while maintaining numerical accuracy within atol=1e-5 requires understanding timestep, solver iterations, and other simulation parameters. While the eval.py helper script aids verification, knowing which knobs to tune without breaking correctness requires expert-level domain knowledge of physics simulation optimization.",tune-mjcf,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:04.576498
1,4,3,4,4,4,0,"This task requires parsing ICS calendar files, implementing a constraint satisfaction algorithm for scheduling, and generating valid ICS output. The complexity comes from handling multiple overlapping constraints (hard constraints like availability windows, soft preferences, buffer times, day-specific rules) and finding the earliest valid slot at minute granularity. While the problem is clearly specified, there's no standard shell pattern for constraint-based calendar scheduling - it requires custom logic combining ICS parsing, temporal reasoning, and constraint satisfaction.",constraints-scheduling,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:26.651481
1,3,4,4,4,4,0,"This task requires downloading a YouTube video, performing OCR/video transcription to extract text from gameplay footage, then parsing that text to identify player input commands. It combines multiple specialized tools (youtube-dl, OCR/video processing, text parsing) and requires understanding Zork's command format to distinguish user inputs from game output. The verification is difficult because OCR accuracy varies and correctly identifying which text represents player moves versus game responses requires domain knowledge of the game.",extract-moves-from-video,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:31.432240
1,3,4,4,3,4,1,"This task requires understanding Python's asyncio, semaphores for concurrency limiting, and proper signal handling for KeyboardInterrupt to allow task cleanup. The hint about keyboard interrupt and cleanup code adds complexity around exception handling and task cancellation patterns. While asyncio.Semaphore is a standard pattern for limiting concurrency, properly handling cancellation while ensuring cleanup runs requires careful understanding of asyncio's task cancellation behavior.",cancel-async-tasks,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:21.177840
1,3,4,4,4,3,0,"This task requires deep understanding of ELF binary format to parse program headers, sections, and extract memory values at specific addresses. The task hints at the output format but doesn't explain how to parse ELF files or which sections contain 'memory values'. Writing a Node.js ELF parser from scratch or finding appropriate libraries requires specialized systems programming knowledge and understanding of executable file formats.",extract-elf,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:30.801750
2,4,4,4,4,3,0,"This task combines git bundle operations (specialized knowledge), merge conflict resolution, and algorithm implementation from examples (inductive reasoning). The algorithm synthesis from examples.json requires understanding ARC-AGI style pattern recognition, which is non-trivial. While git operations are documented, combining bundle fetching with algorithmic code generation creates an unusual task pattern that lacks standard solutions.",merge-diff-arc-agi-task,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:42.600634
2,4,3,3,2,2,1,"The task clearly specifies the output format, required libraries, and modernization requirements (pathlib, UTF-8 encoding, configparser). It requires knowledge of Python 2 to 3 migration patterns, pandas usage, and dependency management with requirements.txt/pyproject.toml. The pattern of modernizing legacy Python code is well-documented, but requires understanding both the old and new Python idioms along with scientific computing libraries.",modernize-scientific-stack,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:41.614720
1,4,5,4,5,4,0,"This task requires deep molecular biology knowledge about primer design, site-directed mutagenesis, and DNA sequence manipulation. The solver must understand how Q5 SDM kits work, how to compare circular plasmid sequences to identify necessary mutations/insertions, design primers with specific melting temperature constraints using primer3's oligotm tool with specific parameters, and output properly formatted FASTA files. This is a highly specialized bioinformatics task that combines domain expertise with algorithmic sequence analysis.",dna-insert,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:30.896765
1,4,4,3,4,4,0,"This task requires knowledge of the MTEB (Massive Text Embedding Benchmark) ecosystem and specifically the Scandinavian leaderboard, which is specialized NLP/ML domain knowledge. The task involves web scraping or API access to retrieve current leaderboard data as of a specific date (August 2025), making it time-sensitive and requiring knowledge of where to find this information. Verification is difficult because the answer depends on external data that may change, and there's no standard shell pattern for accessing MTEB leaderboards.",mteb-leaderboard,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:44.528701
2,4,4,3,4,4,0,"This task requires deep knowledge of QEMU virtualization, VNC configuration, and nginx setup for a retro computing environment. The specific requirement for programmatic keyboard input (likely QEMU monitor/QMP interface) combined with running Windows 3.11 is an unusual combination. While the task provides clear requirements, verifying the VM is actually at the Windows desktop and properly configured for automated keyboard control requires careful orchestration of multiple components.",install-windows-3.11,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:37.173450
2,4,5,5,4,2,1,"This task requires deep cryptographic knowledge specifically about FEAL cipher differential cryptanalysis, which is a specialized academic topic. The task clearly specifies the approach (differential attack/chosen plaintext) and that round keys are derived from 16-bit seeds, which is a significant hint. While differential cryptanalysis of FEAL is documented in academic literature, implementing it correctly requires understanding differential characteristics, probability calculations, and key recovery techniques.",feal-differential-cryptanalysis,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:30.766989
1,3,4,4,4,4,0,"This task requires significant computer vision expertise to detect jump takeoff and landing frames from video using only OpenCV and numpy. The approach is only vaguely hinted at (background subtraction possible since first frame has no runner), but the actual detection algorithm for determining exact takeoff/landing moments must be designed from scratch. Verification is difficult because correct frame numbers depend on subjective interpretation of when a jump begins/ends, and there's no standard well-documented pattern for this specific hurdle jump detection problem.",video-processing,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:05.546206
2,4,3,3,3,3,1,"This task requires knowledge of Python packaging (setup.py/pyproject.toml), building distributions, and setting up a local PyPI server (like pypiserver). The task is well-specified with clear requirements for package name, version, function signature, and expected installation command. While each component (packaging, PyPI server) follows standard patterns, combining them requires multi-step reasoning and familiarity with the Python packaging ecosystem.",pypi-server,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:51.739137
1,3,4,4,3,2,1,"This is a security/CTF-style task requiring binary analysis or reverse engineering to extract a hidden secret key. The task provides a vague hint that interaction with the executable is needed, but doesn't specify the vulnerability type (could be strings extraction, buffer overflow, format string, etc.). Requires knowledge of reverse engineering tools like strings, objdump, gdb, or similar, and logical reasoning to identify the vulnerability and exploitation method. Verification is straightforward once the FLAG{...} format key is found.",vulnerable-secret,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:04.850584
2,4,4,4,3,3,1,"This task requires deep PyTorch knowledge including understanding state dictionaries, model architecture reconstruction from weights, selective layer freezing, and TorchScript serialization. The task is clearly specified with explicit success criteria, but requires multi-step reasoning to infer model architecture from weight tensors. While individual components (loading weights, training, TorchScript) are well-documented, combining them for model recovery from weights alone is moderately unusual.",pytorch-model-recovery,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:52.428836
2,4,5,4,4,4,1,"This task requires deep knowledge of both Postfix mail server configuration and Mailman3 mailing list management, including understanding how they integrate together. While the requirements are clearly specified (join/leave addresses, subscription policies, mail delivery paths), the actual implementation requires configuring multiple complex systems correctly. The task involves obscure domain knowledge about email protocols, MTA configuration, and mailing list internals that few people work with regularly.",mailman,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:41.159170
0,5,5,5,5,2,0,"This task requires creating a polyglot file that compiles as both valid Rust and valid C++ code - an extremely rare and challenging task requiring deep knowledge of both languages' syntax, preprocessor directives, and comment styles. The solver must find creative ways to make code valid in both languages while implementing the same Fibonacci logic. While verification is straightforward (just run both commands), the actual construction requires novel problem-solving since Rust/C++ polyglots are uncommon compared to more traditional polyglot combinations.",polyglot-rust-c,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:50.166656
1,3,4,3,3,2,1,"This task requires cracking a password-protected 7z archive, which involves specialized knowledge of hash extraction tools (like 7z2john) and password cracking tools (like john or hashcat). The task hints at 'cracking' in the ID but doesn't explicitly state the archive is password-protected. Once the password is found, extracting the file and writing the solution is straightforward, making verification easy.",crack-7z-hash,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:26.144945
1,3,5,5,5,4,0,"This task requires deep molecular biology knowledge including Golden Gate assembly, BsaI-HF v2 enzyme cut sites, PCR primer design with specific melting temperature calculations, and understanding of DNA cloning workflows. The solver must reason about how to design overlapping primers with proper overhangs for one-pot assembly while respecting multiple constraints on primer properties. This is a highly specialized bioinformatics task combining domain expertise with complex multi-constraint optimization that has no standard shell scripting pattern.",dna-assembly,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:31.091489
1,3,4,4,4,3,0,"Building POV-Ray 2.2 (released in 1993) is a challenging legacy software compilation task requiring deep knowledge of historical build systems, potential patches for modern compilers, and troubleshooting obsolete code. Finding the correct source archives for a 30+ year old program and getting it to compile on a modern system requires significant domain expertise and problem-solving. The task provides a sanity check command but little guidance on the build process itself.",build-pov-ray,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:21.409324
1,4,4,4,4,3,0,"This task requires understanding COBOL syntax and semantics to reverse-engineer the program logic, then translate it to Python while maintaining byte-level compatibility with the original data file formats. COBOL's fixed-format record structures, packed decimals, and file handling conventions require specialized knowledge. The verification is moderately difficult as it requires exact binary matching of output files, but the comparison itself is straightforward.",cobol-modernization,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:25.420247
1,3,5,5,5,3,0,"This task requires debugging a garbage collector implementation in OCaml's runtime, which demands deep knowledge of memory management, OCaml internals, and C programming. The bug is in run-length compression of free space in the major heap - a highly specialized area with no standard debugging pattern. While verification is straightforward (run testsuite), finding and fixing the actual bug requires expert-level understanding of GC algorithms and OCaml's internal architecture.",fix-ocaml-gc,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:35.823100
0,4,4,4,4,2,0,"This task requires reverse-engineering a decompression algorithm from C code and implementing the corresponding compression algorithm. The solver must understand compression/decompression concepts, analyze the decomp.c source code to understand its format, and write a compressor that produces compatible output under a size constraint. While verification is straightforward (just run the decompressor), the core task of understanding and inverting an unknown compression scheme is challenging.",write-compressor,claude-opus-4-5-20251101,anthropic,2026-01-29T22:49:06.473657
2,4,4,3,3,4,1,"This task requires specialized knowledge of both RStan and PyStan, understanding Gaussian Process models, and Stan modeling language. While the task provides clear steps, converting between R and Python statistical frameworks requires understanding both ecosystems and their subtle differences. Verification is difficult because posterior sampling results depend on random seeds and exact parameter equivalence, and the solver cannot run the original R script to compare.",rstan-to-pystan,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:58.628674
2,4,5,4,5,4,0,"This task requires deep specialized knowledge in molecular biology (FRET, protein engineering, antibody binding), bioinformatics (PDB API, fpbase API, GenBank files), and DNA sequence design (codon optimization, GC content). The task involves identifying specific fluorescent proteins matching exact wavelengths, finding antibody targets, designing a multi-domain fusion protein with proper linkers, and optimizing nucleotide sequences - all through shell commands and API calls. While the requirements are detailed, the combination of biology domain expertise with programmatic API interaction and sequence design is highly unusual and has no standard pattern.",protein-assembly,claude-opus-4-5-20251101,anthropic,2026-01-29T22:48:56.232341
